PPO	SAC	TD3	DDPG
64.94549399619403	-0.7566532082647566	64.78292188737414	39.80954137555366
65.14077573922373	2.0737513074468983	64.68371152129212	38.2880579063506
65.00670907478015	-0.9052392402085441	63.3780281574078	38.890567008780295
65.06292825869694	-1.1175314835220533	63.66999876341773	38.10675073847467
64.96068399334081	1.0511181622545085	64.91962493658033	38.907701166474205
65.09347721718663	0.38435698596666545	62.30371822387784	36.992914060443
64.91657198595374	0.2179833819788032	64.28713806625035	37.80736600745266
65.06819000066177	-0.2818736090811364	64.77146177053432	38.424907923946556
65.05594261604831	-0.8111966606054968	62.92814968274593	38.268081308517594
64.99886770408452	0.14528436403502695	63.455827130790006	38.07919539417782
