PPO	SAC	TD3	DDPG
24.743392642847446	0.30327642083258216	23.682962900417316	6.259415737303539
24.91173644559926	-0.21516242743545974	23.694979803400724	6.300966140808164
24.694513039324825	1.2991079957463618	23.72051423340521	6.352622366097509
24.752160636617752	-0.6499937532409047	23.632341977688192	6.451399259449011
24.75061057426094	-1.4040558825604976	23.624587571822868	6.287939057174873
24.703091567835603	-0.13036334932814223	23.635246523412142	6.456939050802394
24.822025894771016	1.6860812222215376	23.652868994693616	6.235414857403065
24.94486723663372	0.14870997191830485	23.742312962252942	6.306437570567676
24.758933746674174	-1.3433896712403814	23.674929827151434	6.215508630923474
24.767332039910727	0.3057894730866079	23.713937625691795	6.313628653897878
