PPO	SAC	TD3	DDPG
10.70010795590911	0.4857185596317775	10.3945025101751	6.6510074251706435
10.689336443518275	0.32193866081360206	10.653897340334005	6.409576347279389
10.711686272109684	0.3544897491381819	10.585906902915074	6.491025358381242
10.727908193177305	0.09383895624486631	10.596678343031682	6.348233989248853
10.710507078290933	0.44441445260439927	10.21963384799817	6.3077463437141885
10.70666634393459	0.3756207640720188	10.350788628417202	6.243148288035682
10.712439227423493	-2.8223030168185845	10.63466839163705	6.514081995586242
10.692335282591404	0.2844481286687739	10.584949906718203	6.433968104739812
10.71341484824025	0.09973222717140409	10.229341702480053	6.653311659409564
10.697379861446908	0.36210151847356364	10.568929829936907	6.39875869250426
