x,y,u,v
0.870169464,-0.05971494,-2.856365,1.043814
0.8701147187058482,-0.0605839782846489,-2.8389106,1.0139412
0.8700564951182601,-0.0614435279201016,-2.7933857,0.99011767
0.8699819767585096,-0.0624623499815973,-2.7209392,1.0169712
0.8699159598204039,-0.063300745512589,-2.6199408,1.0006002
0.8698319973997426,-0.0642939700902059,-2.4443827,0.9995048
0.8697580619276073,-0.0651108695060832,-2.2494185,0.96321434
0.8696645768550039,-0.0660781172730433,-2.0470119,0.9482403
0.8695827037542782,-0.066873230237058,-1.8672551,0.87519646
0.86947969704988,-0.0678141847858648,-1.6737444,0.8336483
0.8693898908167228,-0.0685872742845126,-1.5282857,0.7466864
0.8692773616586114,-0.0695016811598663,-1.397198,0.67868406
0.8691796118941988,-0.070252559087388,-1.2624472,0.5828457
0.8690575388984549,-0.0711402144594171,-1.1519102,0.5331736
0.8689518246760388,-0.0718687235025959,-1.0502406,0.43372726
0.8688201737399509,-0.0727294533315731,-0.99407446,0.36114818
0.8687064607867307,-0.0734354668065578,-0.9339407,0.26538533
0.8685651955196948,-0.0742691468456274,-0.886468,0.21463862
0.86844345203803,-0.0749525691832821,-0.84409046,0.12910889
0.8682925171352607,-0.0757590717465197,-0.81459004,0.084916644
0.8681626880017937,-0.0764197917458929,-0.7865654,-0.004118441
0.8680020265928989,-0.0771989953443408,-0.77979237,-0.037318755
0.8678640801684014,-0.0778369285134202,-0.7469391,-0.10449335
0.8676936637755518,-0.0785887408041157,-0.7796548,-0.12470473
0.8675475668341721,-0.0792037997791913,-0.75090927,-0.19089513
0.8673673429499692,-0.0799281015039524,-0.5328458,-0.4161084
0.8672130779958509,-0.0805202044131984,-0.7492073,-0.25715744
0.8670230500250787,-0.0812169116825729,-0.7923861,-0.2643453
0.8668605929108498,-0.0817859602370035,-0.7569381,-0.30473524
0.8666607322912911,-0.0824549478584099,-0.55006206,-0.5324918
0.8664901019765854,-0.0830008683235962,-0.53311354,-0.56672585
0.8662804545441818,-0.083642066100587,-0.58240026,-0.5658401
0.8661016722140042,-0.0841647834983799,-0.56241965,-0.5955214
0.865882258545451,-0.0847780895087464,-0.5881524,-0.58779514
0.8656953559056044,-0.0852775241190744,-0.5726473,-0.6158129
0.8654662119863272,-0.0858628309516005,-0.60834605,-0.60779
0.8652712199854876,-0.0863388888845101,-0.60127926,-0.63444036
0.865032419537918,-0.0868961120076128,-0.6256149,-0.6173556
0.8648294230295137,-0.087348738328925,-0.6177477,-0.6413292
0.8645810613094517,-0.0878777999992864,-0.6349243,-0.6212394
0.8643701336534866,-0.0883069170300542,-0.61305207,-0.6415687
0.8641556442104414,-0.0887253342031301,-0.6038159,-0.6628803
0.8638935629520874,-0.0892132762711007,-0.63698155,-0.6418053
0.8636712759141579,-0.0896080799644874,-0.6064844,-0.651895
0.8633999140062442,-0.0900676529292904,-0.4226049,-0.756634
0.8631699553672872,-0.0904387830580241,-0.3969381,-0.7593206
0.8628894609104423,-0.0908699049566293,-0.43650886,-0.74752444
0.8626519730441952,-0.0912173084481407,-0.4234536,-0.7529284
0.8623625167706991,-0.0916199234261746,-0.6805364,-0.5950662
0.8621175860955962,-0.0919435142539016,-0.6395459,-0.6007448
0.8618192543946158,-0.0923174934657627,-0.9523895,-0.32779124
0.861567004358703,-0.0926171836084106,-0.61412954,-0.58021724
0.8612599890067228,-0.0929624465311648,-0.9172021,-0.32227868
0.8610005733105235,-0.0932381668065321,-0.86319023,-0.34463373
