x,y,u,v
0.870169464,-0.05971494,-3.2000756,1.7819047
0.8701146666762594,-0.0605838695279741,-3.1641765,1.7815742
0.8700563084295644,-0.0614431237771697,-3.0980499,1.7797309
0.8699815216306365,-0.0624613538493215,-3.026527,1.716862
0.8699151975644837,-0.063299074044379,-2.7115638,1.520036
0.8698308228476039,-0.0642913142068999,-2.2877328,1.268808
0.8697565666117779,-0.0651073049611799,-1.8564061,1.0077608
0.8696627977636157,-0.0660734373782808,-1.5574083,0.78738225
0.8695807998198729,-0.066867651521686,-1.2626902,0.55490416
0.8694778215348068,-0.0678076291616161,-1.1580021,0.41751456
0.8693881870925082,-0.0685800248405806,-0.96465904,0.24048924
0.8692760241153475,-0.0694937695740478,-0.976294,0.12014845
0.8691786992685442,-0.0702442595129568,-0.8256429,-0.020160206
0.8690572516330047,-0.0711316519877512,-0.8765914,-0.057403497
0.8689521539568406,-0.0718601282131889,-0.8046977,-0.16356641
0.8688213279674954,-0.0727210412713463,-0.8746939,-0.22690617
0.8687083466224529,-0.0734273864858057,-0.81606466,-0.31210747
0.8685680073514989,-0.0742616740319303,-0.9082425,-0.315455
0.8684470738800197,-0.0749457804780219,-0.8870412,-0.37552866
0.8682971251007917,-0.0757533012367022,-0.9505235,-0.37036207
0.8681680979712607,-0.076415016150003,-0.8680707,-0.45335758
0.868008397333776,-0.077195589995812,-0.9836788,-0.42344427
0.8678712638322287,-0.0778348144317635,-0.9658826,-0.4613723
0.8677017905665897,-0.0785883233994686,-1.0585619,-0.43069184
0.8675564323499699,-0.079204903199613,-0.969562,-0.48949453
0.8674073201935831,-0.0798111452455467,-0.90299374,-0.53090984
0.8672234790135499,-0.0805249856083064,-1.0391773,-0.48383805
0.8670661611397505,-0.0811084380617351,-0.99266857,-0.52058405
0.8668724023618676,-0.0817948296359071,-1.0324063,-0.47838464
0.8667068012381509,-0.0823553404139927,-0.98420453,-0.5219553
0.8665031424218558,-0.0830141532197312,-1.1043822,-0.46343786
0.8663293149861437,-0.0835516388343798,-1.0336485,-0.4887133
0.8661157644892034,-0.0841827399370201,-0.33432814,-0.9017109
0.8659337033741127,-0.084697076860928,-1.0208778,-0.457991
0.8657102888590105,-0.0853003289513309,-0.3518892,-0.8813392
0.865520027153628,-0.0857914022366367,-0.32724994,-0.91909474
0.8652868339048949,-0.0863667022755312,-0.40117958,-0.8688941
0.8650884412059797,-0.0868344291964281,-0.34594285,-0.895523
0.8648455321604469,-0.0873816562521674,-0.4603894,-0.83439475
0.8646390991245229,-0.0878259574053311,-1.072124,-0.39125818
0.8643865188436834,-0.0883449678516951,-1.0944163,-0.34867972
0.8641720431135349,-0.0887656819949686,-0.2965733,-0.86770266
0.8639099283903544,-0.0892563702366642,-0.38109344,-0.81725836
0.8636875999955549,-0.0896534716760904,-1.0389206,-0.35586333
0.8634160989348614,-0.0901157612883595,-1.0087171,-0.3266574
0.8631859288510021,-0.0904890987268492,-0.87770176,-0.38919997
0.8629050540678127,-0.0909227775184164,-0.8261979,-0.37856534
0.8626671278174131,-0.0912722071797834,-0.6796177,-0.45353267
0.8623770635208844,-0.0916771591000135,-0.10977194,-0.8813755
0.8621316442013547,-0.0920026809698301,-0.06726692,-0.92154586
0.8618828843830147,-0.0923173342119532,0.008629428,-0.9646909
0.861579972033532,-0.0926805241664881,-1.1381485,0.018895367
0.8613238762281133,-0.0929711316821087,-1.0679547,-0.039739136
0.861012249533423,-0.0933054083731038,-1.0299122,-0.040097322
0.8607489880912093,-0.0935718923199305,-0.8794075,-0.1107546
0.8604288300439812,-0.0938771392542464,-0.8460711,-0.1169281
0.8601585602792049,-0.0941194001564533,-1.1521803,0.16204523
0.8598301161739135,-0.0943955478783955,-1.0651132,0.12831628
0.8595530074908312,-0.0946134997122846,-0.94554245,0.06375065
0.8592164616346285,-0.0948604234995431,-0.85387576,0.031319574
0.8589327145451566,-0.0950539999394161,-0.7146346,-0.04479972
0.8585883301071752,-0.0952716434950129,-1.0295202,0.2049351
0.8582981332988241,-0.0954407786643337,-0.86138487,0.122668296
0.8579461270897588,-0.0956290520123846,-1.1319158,0.37442765
0.8576496782123729,-0.0957736744403817,-0.96743286,0.28618076
0.8572902749296277,-0.095932474255848,-0.8251955,0.22650869
0.8569877705206118,-0.0960525003731974,-1.0610285,0.42706963
0.8566212383966951,-0.0961817477100163,-0.8948204,0.36799857
0.8563129202857371,-0.0962771252310602,-1.4535526,0.81266755
0.8559395237603147,-0.0963767356927282,-0.93671787,0.48641467
0.8556256062692693,-0.0964473834074438,-1.1253105,0.6715646
0.8552456764715636,-0.0965173085393842,-1.2600963,0.89440376
0.8549264178669048,-0.0965631629695695,-1.0600044,0.7904297
0.8545402375401712,-0.0966032902616602,-1.1939557,1.0109214
0.8542159234704665,-0.0966242920877073,-1.0141923,0.90065247
0.8538894244616432,-0.0966339978773426,-1.1491401,1.0891029
0.8534947921434666,-0.0966306893900126,-0.9956344,1.0122072
0.8531636644618166,-0.0966154832332565,-1.1172868,1.1963298
0.8527636716155015,-0.0965822782952953,-0.96724206,1.1126039
0.8524282314370965,-0.0965421537894374,-1.0995166,1.3074512
0.8520232405346017,-0.0964790309417333,-0.96395594,1.218757
0.8516837803620343,-0.096413960653733,-1.0934865,1.4007881
0.8512741575136332,-0.0963209108934333,-0.97605044,1.3252959
0.8509309947531299,-0.0962309092147004,-0.8313785,1.1851469
0.8505171434246989,-0.0961079840378651,-1.0109782,1.4125303
0.8501706244367772,-0.095993114767896,-1.1531687,1.5389893
0.8497529079718246,-0.0958403538468664,-0.77010095,1.1957617
0.8494033287315117,-0.0957006507692517,-0.8973613,1.3964097
0.84898217566577,-0.0955181595066772,-1.1014277,1.5653958
