x,y,u,v
0.870169464,-0.05971494,-2.972978,-0.68245363
0.8701148298646749,-0.0605840925992144,-1.1354557,0.13760154
0.8700571547288058,-0.0614437815848887,0.6888685,1.7470388
0.8699839449552903,-0.0624629234250125,0.82128143,0.84779114
0.8699195623282889,-0.0633018334230924,0.9162744,0.6601692
0.8698381753085024,-0.0642960982500449,0.79391307,0.008246052
0.8697668465980722,-0.0651142571817278,0.8687484,0.8307622
0.8696769775313081,-0.0660834966158602,0.7874015,0.055705402
0.8695984064108258,-0.0668807384533056,2.9775023,2.8294601
0.8694997071577691,-0.0678246973156144,0.9706635,1.0110673
0.8694137462548487,-0.0686006571644727,2.964083,3.0687602
0.8693060121019651,-0.0695190139242549,3.060844,2.699025
0.8692123964218896,-0.0702735628948345,3.112042,3.208453
0.8690954698400426,-0.071165979400692,3.0253556,3.151667
0.8689941275145306,-0.0718987558481086,3.0602355,3.4357076
0.8688678423652918,-0.0727649352278792,3.035673,3.0460036
0.8687586336955915,-0.0734757830928506,-2.9274695,-1.3920224
0.8686226856692656,-0.0743155947426273,3.1375582,3.3179011
0.8685054817061832,-0.0750042602582844,-2.943357,-1.429532
0.8683598900937685,-0.0758173456603504,3.0973198,3.376329
0.8682346015617243,-0.0764836539003022,-2.945439,-1.5691394
0.8680792604474024,-0.0772698232899236,-2.9173882,-1.5673033
0.8679456720293113,-0.0779137069651481,-2.7074044,-1.4608932
0.8677804897965193,-0.0786727347452468,-2.9087336,-1.3633391
0.867638685303281,-0.0792939146324743,-2.6643858,-1.4297941
0.8674636166807412,-0.0800256230812926,-2.8735125,-1.6781439
0.867313556121698,-0.0806240041152968,-2.6701033,-1.7242037
0.8671284264548975,-0.0813283424818213,-2.6417546,-1.3456193
0.8669700806048417,-0.0819037139296706,-2.6392262,-1.8347838
0.8668079109289565,-0.0824686482293748,-2.199206,-1.706651
0.8666082738971134,-0.0831327198078706,-2.2027023,-1.4390908
0.8664378175612688,-0.0836744662984892,-2.125076,-1.837638
0.8662282756879297,-0.0843106561300755,-2.1423092,-1.6792914
0.8660494639620614,-0.0848291870352918,-1.189275,-0.9296377
0.8658300376432732,-0.0854373023220259,-2.1241663,-1.6213909
0.8656430354569575,-0.0859323989753242,-1.2534881,-1.3507767
0.8654138039518909,-0.0865124187662105,-2.1154685,-1.8779197
0.8652186597513861,-0.0869840902594896,-1.2313596,-1.252307
0.8649795839073744,-0.0875359864551401,-1.1585144,-1.0011832
0.8647763528614694,-0.0879840557231424,-1.094804,-1.3597821
0.8645276642824297,-0.0885075740133268,-1.2061315,-1.2345145
0.8643164656385449,-0.0889319734837646,-1.0746607,-1.5434577
0.8640582715350644,-0.0894270816824613,-1.1908787,-1.3506187
0.8638391111460566,-0.0898278456897748,0.84431237,0.38894692
0.8635715031135135,-0.0902944032957984,-1.0682985,-1.3088652
0.863344599158132,-0.0906713393106232,0.80710965,0.30362657
0.8630677780805054,-0.0911092955742901,-1.0447277,-1.3030673
0.8628332610147226,-0.0914623855859552,0.7858723,0.21820617
0.8625472920582026,-0.0918717633132334,0.791075,0.29048675
0.8623052641328147,-0.0922009170648178,0.88149846,-0.021366274
0.8620104234809662,-0.09258155532133,0.8309893,0.3894221
0.8617610335087911,-0.0928867705689259,2.8809252,2.330138
0.8614574510402869,-0.093238570148834,0.8874786,0.23902003
0.8612009205242183,-0.0935197347683909,2.803591,2.0807993
0.8608888794385262,-0.0938426750123383,0.79083216,-0.12529361
0.8606253843132714,-0.0940997971079365,2.794457,2.1158412
0.8603050438566561,-0.0943939235109466,2.7668693,2.2494838
0.8600347129823179,-0.0946269461446925,2.7874358,1.9217309
0.8597614179510248,-0.0948490070621244,2.7698815,1.8432217
0.8594295665485364,-0.0951010832600412,2.6472857,1.9798989
0.8591497919855945,-0.095299099446057,2.6500816,1.782357
0.8588102854184634,-0.0955222754040047,2.553608,1.7829072
0.8585242381087996,-0.0956962058686548,-2.136417,-0.76773465
0.8581772386665493,-0.0958904388378383,2.599927,1.7385097
0.8578851456741594,-0.0960401946158483,2.5077343,1.6074001
0.8575311295559096,-0.0962054257778741,-2.086403,-0.5533279
0.8572331302183921,-0.0963310541454653,2.5451007,1.4429829
0.8568722734570487,-0.0964672928932164,2.2830567,1.5727636
0.8565687874146917,-0.0965687681276336,-1.9486269,-0.8576062
0.8562012947428355,-0.0966760706413847,2.3129537,1.3778688
0.8558924724556285,-0.0967533984763358,-1.8410631,-0.66142267
0.8555187326599569,-0.0968317579179484,2.222107,1.3056396
0.855204828243924,-0.0968849527633775,-1.7806337,-0.8862448
0.8548251496834586,-0.0969343274672574,2.1412532,1.0975161
0.8545064241566449,-0.0969634321978899,-1.7735909,-0.93012214
0.8541211103976166,-0.096983925515702,-1.6442431,-0.35691676
0.8537977544495194,-0.0969889030759677,-1.5531234,-0.59098977
0.8534071438814542,-0.0969804179028071,1.98958,0.78223085
0.8530795740248542,-0.0969613349452855,-1.6521362,-0.63164127
0.8526839774081038,-0.096924093934255,1.8886532,0.81366515
0.8523523888364666,-0.0968810335841117,-1.5357329,0.14914474
0.8519521528444817,-0.096814951671756,1.7595054,0.5840921
0.8516168357207308,-0.0967479102621871,-1.5025876,-0.41843966
0.8512122911299805,-0.0966531347416642,1.5891976,0.41368255
0.850873522317766,-0.0965622378189766,-1.4714304,-0.004199861
0.8504650122288133,-0.0964388634967133,-1.4137905,0.33515474
0.8501230317722963,-0.0963240869673393,-1.2873323,-0.19417545
0.8497797403606426,-0.0961984874382972,-1.2690488,-0.4424022
