x,y,u,v
0.870169464,-0.05971494,3.104284,-2.7929616
0.8701154588501709,-0.06058443463725,-1.1906719,1.052523
0.8700587106224716,-0.0614447769239811,-3.6558874,3.5887213
0.8699867977623285,-0.0624650028101459,-3.732204,3.405482
0.8699235487268496,-0.0633049507062989,-3.8946295,3.8450384
0.8698433907821507,-0.0643002852444736,-3.8495371,3.7115715
0.8697730707284348,-0.0651192421537016,-3.964072,3.915642
0.869684443078808,-0.0660893872682752,-3.912598,3.8721313
0.8696067969519646,-0.0668870508524974,-3.944626,3.9263477
0.8695092179089601,-0.0678313920973828,-3.9542656,3.9142504
0.8694241902940336,-0.0686075933789785,-3.9354649,3.9269938
0.8693174873677758,-0.06952586578445,-3.9371994,3.9220023
0.8692247188695537,-0.0702801107259432,-3.9205575,3.9293454
0.8691085476799004,-0.0711717445202238,-3.9350173,3.920109
0.8690077453203053,-0.0719035443708698,-3.9136055,3.917157
0.8688818281229194,-0.0727679913136198,-3.8426468,3.9131694
0.86877285118481,-0.0734769487532174,3.6171148,-3.8269336
0.8686374662023555,-0.0743141904891937,-3.3306253,3.9091504
0.8685205435137301,-0.0750002371582602,-2.5692523,3.9039354
0.8683753723946095,-0.0758092208399671,-1.3054968,3.7764328
0.8682505049316843,-0.0764714590083347,-0.011338203,3.6848934
0.8680961400161121,-0.0772516685112994,1.6686218,2.6163967
0.8679639874827715,-0.0778899051574386,1.4397601,-0.16058679
0.8678010879310986,-0.0786423459793491,-0.7589106,-2.106718
0.8676612235140537,-0.0792586080901143,-1.30141,-0.68242645
0.867488248789064,-0.0799847618687174,-0.7416247,-0.3590632
0.8673399140242709,-0.0805784740096119,-0.5380627,-0.13956505
0.8671570166160883,-0.0812770964274225,-1.1471914,-1.2394677
0.8670005314221232,-0.081847820092462,-0.57917374,-1.4009006
0.8668078955057351,-0.0825189873219611,-2.088489,-2.4086077
0.8666432722944726,-0.0830669283235581,-1.386662,-1.9635061
0.8664407636335334,-0.083710727526319,-0.25876147,0.84040004
0.8662679196590004,-0.0842356851317192,-0.08154502,0.62010485
0.8660555916086916,-0.0848518061607851,0.015757479,0.30508327
0.8658745505792814,-0.08535375589407,0.03979933,0.5372178
0.8656524527978534,-0.0859421782013454,-0.787935,-0.90944016
0.865463320935878,-0.086420941960222,-0.97461736,-0.3494346
0.8652314528324322,-0.0869814897144026,-0.62343794,-0.7874583
0.8650343164754613,-0.0874368845565036,-1.2540892,-1.8184193
0.8647929858148269,-0.0879695060550295,-1.4740697,-1.7642117
0.8645878688563405,-0.0884017675503453,-1.055997,-1.4774437
0.8643369641585449,-0.088906458301106,-2.2169,-1.7990069
