PPO	SAC	TD3	DDPG
63.91781080401338	38.81281177992955	118.25890267792333	-1.1906403457435242
65.50502562065502	38.864118952175524	117.84878771384003	0.7696785224968794
63.26288361168678	38.76577543282435	117.93229528987631	0.5287403661480485
64.89529331274609	38.87273356845795	117.90429491104398	-0.2088863996889153
63.46387867680962	38.40555846267483	117.9242034323757	-0.5614822810430207
64.56381528305845	38.60592931601457	117.86112379054431	1.2812996023159882
63.01060444509643	38.48287194304603	118.192323814904	-0.7046210950243352
66.10770595868752	38.81233198522113	118.5240301344774	-0.4379058292132341
64.52741342929613	38.95353943204923	117.94312415625988	-0.4126905420695455
64.89416441048367	38.46097336479593	118.16398041530933	0.9365080018216712
