x,y,xdot,ydot
0.870169464,-0.05971494,-0.010605156839785846,-0.17453391573636648
0.8701588588431601,-0.05988947391573637,-0.010674578183757036,-0.1741273250147119
0.8701481842649764,-0.06006360124075108,-0.010744350984589545,-0.17372023206002413
0.8701374399139918,-0.060237321472811106,-0.010814477798914012,-0.17331264085806877
0.8701266254361929,-0.060410634113669176,-0.010884888577957351,-0.17290455542970623
0.870115740547615,-0.06058353866909888,-0.010955470405926763,-0.17249613983824372
0.870104785077209,-0.060756034808937126,-0.011026378488595192,-0.17216690426134093
0.8700937586987204,-0.06092820171319847,-0.011097842739512628,-0.17183735445816775
0.8700826608559808,-0.06110003906765663,-0.011175866163465059,-0.17150733187743475
0.8700714849898173,-0.06127154639953407,-0.011248350024046989,-0.1711759979207615
0.8700602366397933,-0.06144272239745483,-0.011321350802831413,-0.17084499709096865
0.8700489152889904,-0.0616135673945458,-0.011394892892019198,-0.1705135448965348
0.8700375203960984,-0.061784080939442335,-0.011475097423976722,-0.17018162840217532
0.8700260452986744,-0.06195426256784451,-0.011628927374133513,-0.16984923732066223
0.8700144163713003,-0.06212411180516517,-0.011783791006988379,-0.16951622852192225
0.8700026325802933,-0.0622936280336871,-0.011859351110577324,-0.16917757096201555
0.8699907732291827,-0.06246280560464911,-0.011935403141804898,-0.16884346346651524
0.8699788378260409,-0.06263164906811562,-0.012012239578540352,-0.16850893801792513
0.8699668255864623,-0.06280015800613355,-0.012165374041724264,-0.16817396739810425
0.8699546602124206,-0.06296833197353165,-0.01232259237044966,-0.1678384021416177
0.8699423376200501,-0.06313617037567326,-0.012400668421573552,-0.16742237524205847
0.8699299369516286,-0.06330359275091532,-0.012479022836147666,-0.16708572122531587
0.8699174579287924,-0.06347067847214063,-0.012557966060200761,-0.16674868820429342
0.8699048999627321,-0.06363742716034493,-0.01270454444070834,-0.16641122822737037
0.8698921954182914,-0.0638038383885723,-0.012863866963136843,-0.16607320791334296
0.8698793315513283,-0.06396991159648564,-0.01302404650863439,-0.16573460609123805
0.8698663075048197,-0.06413564620257688,-0.013104925342564714,-0.1653154269656938
0.8698532025794772,-0.06430096162954257,-0.013185987350965187,-0.16497460207089318
0.8698400165921262,-0.06446593623161347,-0.01326825879229052,-0.16463457820446492
0.8698267483333338,-0.06463057080981793,-0.013428988343823754,-0.16429415865194186
0.8698133193449901,-0.06479486496846988,-0.013591320031245245,-0.16395317520483477
0.8697997280249589,-0.06495881814367471,-0.013754182554636478,-0.16361162872383286
0.8697859738424042,-0.06512242977239854,-0.013837797085246501,-0.16318952287080274
0.869772136045319,-0.06528561929526934,-0.013921534351896553,-0.16277208360395393
0.8697582145109671,-0.06544839137887329,-0.01401691668824485,-0.16242918422791025
0.8697441975942789,-0.0656108205631012,-0.014181067748841189,-0.1620858751368426
0.86973001652653,-0.06577290643823805,-0.01434586164698468,-0.16174201937923627
0.8697156706648831,-0.06593464845761729,-0.014511101932933286,-0.1613976198144495
0.8697011595629501,-0.06609604607743173,-0.01459711107218837,-0.16097267971365928
0.8696865624518779,-0.06625701875714539,-0.014683385151363321,-0.1605486465252353
0.8696718790667266,-0.06641756740367062,-0.014822970962788003,-0.16020294850015732
0.8696570560957638,-0.06657777035217077,-0.014989512602810144,-0.15985677708623694
0.869642066583161,-0.06673762712925702,-0.015156569145149736,-0.15951007755881275
0.8696269100140158,-0.06689713720681582,-0.015324047106375768,-0.1591628492921313
0.8696115859669095,-0.06705630005610795,-0.01541234855370645,-0.15873510315508632
0.8695961736183557,-0.06721503515926304,-0.015501597645287545,-0.15830699853981084
0.8695806720207104,-0.06737334215780286,-0.015652862630547913,-0.15795828181660368
0.8695650191580799,-0.06753130043961945,-0.0158215980868638,-0.1576093059837602
0.869549197559993,-0.06768890974560321,-0.015990796813968793,-0.15725963647694197
0.8695332067631791,-0.06784616938208016,-0.016080725854089862,-0.15682967712355514
0.869517126037325,-0.0680029990592037,-0.016170966122210695,-0.15639937319776084
0.8695009550712028,-0.06815939843240147,-0.016262960648714204,-0.1559843520063647
0.8694846921105541,-0.06831538278440784,-0.01643268730012359,-0.15563336391340868
0.869468259423254,-0.06847101614832125,-0.01660339443819583,-0.15528188184033526
0.8694516560288158,-0.06862629803016158,-0.016774487818221908,-0.15492990743276985
0.8694348815409976,-0.06878122793759435,-0.016866282242550712,-0.1544974435375523
0.8694180152587551,-0.06893572538113191,-0.01695825493654508,-0.1540646646454377
0.8694010570038185,-0.06908979004577734,-0.017061339243571283,-0.15371151035969294
0.8693839956645749,-0.06924350155613704,-0.017233606559561524,-0.153358051266187
0.8693667620580153,-0.06939685960740323,-0.017406242443488592,-0.1530041135334628
0.8693493558155718,-0.06954986372093669,-0.017579241066675154,-0.15264969993427127
0.8693317765745051,-0.06970251342087096,-0.017672917430671838,-0.152214813257902
0.8693141036570744,-0.06985472823412886,-0.01776706343515666,-0.15177963135889463
0.8692963365936393,-0.07000650786548776,-0.017922978082052822,-0.15142409936415252
0.8692784136155572,-0.07015793196485191,-0.01809707508738412,-0.15106816249917632
0.8692603165404699,-0.07030900012735108,-0.018271520023469812,-0.15071176426505728
0.8692420450204464,-0.07045971189161614,-0.018446308695521853,-0.1503549064816232
0.8692235987117509,-0.07061006679809775,-0.018541732019984866,-0.14991759172629726
0.8692050569797309,-0.07075998438982405,-0.018638019786274433,-0.14947998210736022
0.8691864189599446,-0.07090946437193141,-0.01879277201764168,-0.14905468848411838
0.869167626187927,-0.07105851906041552,-0.018968432186971904,-0.1486961922707722
0.86914865775574,-0.07120721525268629,-0.01914443665427509,-0.1483374324917456
0.8691295133190857,-0.07135555268517804,-0.019320765493686682,-0.14797822986514578
0.869110192553592,-0.07150353091504319,-0.01941773499641932,-0.14753858750669885
0.8690907748185955,-0.07165106950254989,-0.019515367620355974,-0.14709866590752738
0.8690712594509752,-0.07179816816845741,-0.01965637035356493,-0.14665970973823722
0.8690516030806216,-0.07194482787819564,-0.019833300437914717,-0.14629914674682848
0.8690317697801837,-0.07209112702494247,-0.020010725589482286,-0.14593815059690676
0.8690117590545943,-0.07223706517553938,-0.020188455846928792,-0.14557672294180776
0.8689915705987473,-0.07238264189848119,-0.020286809922301207,-0.14513487657018886
0.868971283788825,-0.07252777677505137,-0.020385680466242184,-0.14469276608501297
0.8689508981083588,-0.07267246954113639,-0.020510521687343276,-0.14429338591258506
0.8689303875866714,-0.07281676292704897,-0.020689028898084137,-0.14393069615773713
0.8689096985577733,-0.07296069362320672,-0.020867842209234863,-0.14356759430750926
0.8688888307155641,-0.07310426121751422,-0.021046941217074882,-0.14320407830049905
0.868867783774347,-0.07324746529581472,-0.021146623169410093,-0.14276015061498504
0.8688466371511776,-0.0733902254464297,-0.021246923300703588,-0.14231597311081062
0.8688253902278769,-0.0735325414195405,-0.021387145693745006,-0.14192037642812236
0.8688040030821831,-0.07367446179596863,-0.021566968631534483,-0.14155559093628645
0.8687824361135515,-0.07381601738690492,-0.021747066668600188,-0.14119043242196336
0.868760689046883,-0.07395720781932688,-0.021927431393558884,-0.1408248745613726
0.8687387616154895,-0.07409803269388826,-0.0220283476468626,-0.14037892071914598
0.8687167332678426,-0.07423841161460741,-0.022130051349638132,-0.13993273048875765
0.8686946032164929,-0.07437834434509617,-0.02227461838031059,-0.1395401942871493
0.8686723285981126,-0.07451788453938332,-0.022455642269787773,-0.1391731796709477
0.8686498729558428,-0.07465705771905427,-0.02263692112830176,-0.13880602798375616
0.8686272360347146,-0.07479586374703803,-0.022818447854755123,-0.13843846870684545
0.8686044175868598,-0.07493430221574487,-0.022920469272781303,-0.1379905623496312
0.868581497117587,-0.0750722927780945,-0.023023160065255083,-0.13754243270086197
0.8685584739575217,-0.07520983521079537,-0.023173070312494107,-0.1370957745687984
0.8685353008872092,-0.07534693098536417,-0.023354952665185055,-0.13672568140240604
0.8685119459345441,-0.07548365666676658,-0.023537192576041113,-0.13635604175884208
0.868488408741968,-0.07562001270852542,-0.02363978637072236,-0.13590662494307723
0.8684647689555972,-0.0757559193334685,-0.023742568430070207,-0.13545699583653062
0.8684410263871671,-0.07589137632930502,-0.02384540271194378,-0.13502419721257902
0.8684171809844552,-0.0760264005265176,-0.024017227051334397,-0.13465414727083605
0.8683931637574038,-0.07616105467378843,-0.024200131239874443,-0.13428375466361753
0.868368963626164,-0.07629533842845206,-0.024383249694506365,-0.13391299798553422
0.8683445803764694,-0.07642925142643758,-0.02448667298997935,-0.13346187921250205
0.8683200937034795,-0.07656271330565008,-0.02467004887781636,-0.13309056014868506
0.8682954236546017,-0.07669580386579876,-0.024774304909887315,-0.13263888397832657
0.8682706493496918,-0.07682844274977708,-0.024908064628990412,-0.1322669027064558
0.8682457412850628,-0.07696070965248354,-0.025091882035292317,-0.1318947734251366
0.8682206494030276,-0.07709260442590868,-0.025275894822577895,-0.13152229159951362
0.868195373508205,-0.0772241267175082,-0.02546009953914814,-0.13114945826481325
0.8681699134086658,-0.07735527617577301,-0.025644493483889877,-0.1306962799401084
0.8681442689151819,-0.07748597245571312,-0.025749347134737494,-0.13024275208781014
0.8681185195680472,-0.07761621520780093,-0.025860773168286822,-0.12978903945146178
0.868092658794879,-0.07774600424725239,-0.026044346741085907,-0.1294125316667601
0.8680666144481378,-0.07787541677891915,-0.02622897901726663,-0.12900849120449637
0.8680403854691205,-0.07800442527012365,-0.026413728222116413,-0.12855390533081257
0.8680139717408984,-0.07813297917545446,-0.026598488074271127,-0.12809898079727713
0.8679873732528242,-0.07826107815625175,-0.02670360210782853,-0.12764372161088539
0.8679606696507163,-0.07838872187786262,-0.02680876484562149,-0.12718832081601292
0.8679338608858707,-0.07851591019867864,-0.02693146008559303,-0.126812662533731
0.8679069294257851,-0.07864272286121236,-0.027116071038681758,-0.12643679832615798
0.8678798133547464,-0.07876915965953853,-0.027221310305125486,-0.12598066293874938
0.8678525920444413,-0.07889514032247727,-0.02732644377985386,-0.12552446380919205
0.8678252656006614,-0.07902066478628646,-0.027431530152126137,-0.12514799309971883
0.8677978340705093,-0.07914581277938618,-0.027554417883170555,-0.12477136505694039
0.8677702796526261,-0.07927058414444312,-0.027739774129447517,-0.1243945409731444
0.8677425398784967,-0.07939497868541626,-0.027925270721593794,-0.12401733655880269
0.8677146146077751,-0.07951899602197506,-0.02811090435675667,-0.1235601688589392
0.8676865037034184,-0.07964255619083399,-0.028296513153882846,-0.12310240274349515
0.8676582071902645,-0.07976565859357748,-0.02840211957243597,-0.12265610188889035
0.8676298050706921,-0.07988831469546637,-0.028508026416693096,-0.12227781931727302
0.8676012970442754,-0.08001059251478364,-0.028692271089108087,-0.12189940016285176
0.8675726047731862,-0.0801324919149465,-0.028878024161023315,-0.12144069927192265
0.8675437267490251,-0.08025393261421841,-0.028983840524072498,-0.12098172465003573
0.8675147429085011,-0.08037491433886845,-0.02908958245291704,-0.12060225680836945
0.8674856533260481,-0.08049551659567682,-0.029195470948370234,-0.12022290938633057
0.8674564578550997,-0.08061573950506315,-0.029373152405272794,-0.11984340616814265
0.8674270847026945,-0.0807355829112313,-0.02955921775453618,-0.11938483723824093
0.86739752548494,-0.08085496774846954,-0.029745229789211416,-0.11892481195905502
0.8673677802551508,-0.0809738925604286,-0.029851194755277338,-0.1185114158340189
0.8673379290603955,-0.08109240397626262,-0.030037186020304345,-0.11805099620732466
0.8673078918743752,-0.08121045497246994,-0.03014312109089291,-0.117669440450799
0.8672777487532843,-0.08132812441292074,-0.030252381381819557,-0.11720855377302569
0.8672474963719026,-0.08144533296669376,-0.030438249783433804,-0.11674753210468848
0.8672170581221191,-0.08156208049879846,-0.030624113669905504,-0.11628621752265333
0.8671864340084492,-0.08167836671632112,-0.030729917864180795,-0.11590460985959393
0.867155704090585,-0.08179427132618071,-0.03091580203304534,-0.11544288653205419
0.8671247882885519,-0.08190971421271276,-0.03102161826286255,-0.11505980358143245
0.867093766670289,-0.0820247740162942,-0.03114092954562421,-0.11459766590944331
0.8670626257407434,-0.08213937168220364,-0.0313264828160539,-0.11413538196388077
0.8670312992579274,-0.08225350706416752,-0.03151206640421174,-0.11367281494176909
0.8669997871915233,-0.0823671798791093,-0.03161767612958592,-0.11328996729334802
0.8669681695153937,-0.08248046984640264,-0.0317233547656877,-0.11290699423009308
0.866936446160628,-0.08259337684063274,-0.03190908911665339,-0.11244415045954705
0.8669045370715114,-0.08270582099109229,-0.03203615829832577,-0.11198088794618354
0.8668725009132131,-0.08281780187903848,-0.0322210479161079,-0.11151737832193206
0.866840279865297,-0.08292931925736041,-0.03240627629835629,-0.11105359834681867
0.8668078735889987,-0.08304037285570723,-0.03251159244575525,-0.11066954652414161
0.8667753619965529,-0.08315104240223137,-0.032616964524903175,-0.11028534688156723
0.866742745032028,-0.08326132774911293,-0.03272585969258567,-0.10982122611360276
0.8667100191723354,-0.08337114897522653,-0.03290992682854129,-0.10943203475401782
0.8666771092455068,-0.08348058100998054,-0.03309508210114434,-0.10896739487159136
0.8666440141634056,-0.08358954840485214,-0.03328018644826259,-0.10850249201846643
0.8666107339769574,-0.0836980508968706,-0.03338525959723369,-0.1081171026742491
0.8665773487173601,-0.08380616799954485,-0.03357036114008869,-0.10765183861355265
