Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	EpLen	AverageVVals	StdVVals	MaxVVals	MinVVals	TotalEnvInteracts	LossPi	LossV	DeltaLossPi	DeltaLossV	Entropy	KL	ClipFrac	StopIter	Time
0	-1944.8502	12.015294	-1931.4407	-1970.7188	1150.0	-0.22740522	0.18123284	0.030303186	-0.71362627	30000	0.16545323	53386.35	-0.00081564486	-200.10547	0.9189385	22.668285	0.98663336	79.0	20.17912197113037
1	-2000.7356	13.849523	-1976.7749	-2034.7172	1197.36	-0.97252154	0.07761976	-0.6087326	-1.0	60000	0.1645384	49804.51	-0.000742957	-1.7070312	0.94249296	27.282421	0.98843336	79.0	41.487005949020386
2	-3571.422	938.49615	-2176.8025	-4611.296	1648.3334	-0.9966118	0.015135457	-0.8716974	-1.0	90000	0.23919532	94720.96	-0.0013081431	-0.1484375	0.96965736	30.286	0.9913333	79.0	70.60431289672852
3	-3428.4583	174.07732	-3137.4343	-3792.8313	1705.4706	-0.9988172	0.006736393	-0.9287271	-1.0	120000	0.23517641	68895.76	-0.0007638633	-0.0859375	1.0032972	32.807053	0.9922	79.0	93.21408486366272
4	-3489.241	248.23758	-3121.5981	-4151.0845	1713.8235	-0.99986637	0.0010776949	-0.98348254	-1.0	150000	0.23970889	71396.51	-0.0009942949	-0.0078125	1.0323052	31.878996	0.992	79.0	114.02221608161926
5	-3437.71	218.91858	-3102.0798	-3924.077	1708.5883	-0.9999644	0.00033220177	-0.99329484	-1.0	180000	0.23201919	68987.11	-0.0006172657	0.0	1.0655682	31.377491	0.992	79.0	135.47353196144104
6	-3499.0059	148.65634	-3194.3857	-3919.8933	1737.2941	-0.99998134	0.00018603064	-0.9961388	-1.0	210000	0.23763703	70267.125	-0.0006841868	0.0	1.0919126	30.549707	0.9917	79.0	155.82120990753174
7	-3567.7556	234.65302	-3141.9634	-4059.8167	1750.2941	-0.9999885	0.000120340555	-0.99751145	-1.0	240000	0.2398145	73997.89	-0.0008062422	0.0	1.1189032	29.159225	0.99086666	79.0	177.28554105758667
8	-3457.262	213.88248	-3076.7805	-3765.2097	1738.0588	-0.99999076	9.546996e-05	-0.9978289	-1.0	270000	0.23380014	69476.91	-0.0007068813	0.0	1.1478162	28.800325	0.9905667	79.0	198.42714309692383
