Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	EpLen	AverageVVals	StdVVals	MaxVVals	MinVVals	TotalEnvInteracts	LossPi	LossV	DeltaLossPi	DeltaLossV	Entropy	KL	ClipFrac	AverageEpRet_2	StdEpRet_2	MaxEpRet_2	MinEpRet_2	EpLen_2	AverageVVals_2	StdVVals_2	MaxVVals_2	MinVVals_2	LossPi_2	LossV_2	DeltaLossPi_2	DeltaLossV_2	Entropy_2	KL_2	ClipFrac_2	StopIter	Time
10	-652.2668	336.7504	-253.62581	-1203.2711	697.6	-43.535625	3.920054e-06	-43.535614	-43.53562	44000	6.198883e-09	5972.232	-0.00101313	-478.68164	1.0113267	-0.00090305315	0.01075	652.2668	336.7504	1203.2711	253.62581	697.6	24.9983	7.103911e-05	24.998344	24.9976	1.1205673e-08	8034.559	-0.0025545424	-654.812	0.9209737	0.0017106595	0.026	79.0	73.56648635864258
11	-1026.0205	485.53534	-524.22205	-1682.3635	769.0	-48.648922	3.8146973e-06	-48.64892	-48.64892	48000	6.2286856e-09	11867.062	-0.0036615306	-793.4971	1.008892	0.0005201906	0.039	1026.0205	485.53534	1682.3635	524.22205	769.0	30.134415	2.644104e-06	30.134418	30.13441	-4.732609e-08	15089.297	-0.0005167489	-969.4678	0.9014483	0.00036223585	0.0035	79.0	81.35344290733337
12	-488.06775	218.2036	-157.54695	-753.72736	1000.0	-53.795914	7.6293945e-06	-53.79592	-53.79592	52000	-9.566546e-09	1387.2164	-0.0009140199	-12.768188	0.98651123	0.0008450353	0.0125	488.06775	218.2036	753.72736	157.54695	1000.0	35.29089	3.8146973e-06	35.290894	35.290894	0.0	0.0	0.0	0.0	0.0	0.0	0.0	79.0	87.04241108894348
13	-729.464	325.8109	-339.20392	-1185.4231	793.75	-50.365685	0.0	-50.365685	-50.365685	56000	-5.187094e-08	11717.974	-0.0021239524	-597.5508	0.97760785	0.004815448	0.02775	729.464	325.8109	1185.4231	339.20392	793.75	35.29089	3.8080157e-06	35.290894	35.29089	3.9227306e-08	13637.809	-0.0014702103	-736.959	0.91079694	0.004977943	0.04575	79.0	94.94535064697266
14	-1005.4173	356.4757	-654.78204	-1583.0925	1000.0	-55.495792	0.0	-55.495792	-55.495792	60000	-6.055832e-08	6759.7046	-0.0009937336	-405.8667	0.98764116	0.0036422983	0.03175	1005.4173	356.4757	1583.0925	654.78204	1000.0	40.433937	7.6293945e-06	40.43393	40.43393	-1.9192695e-08	8218.909	-0.0030925742	-545.0747	0.9335499	0.0036591033	0.0325	79.0	101.71053290367126
15	-642.1517	316.89346	-239.73688	-1125.1354	1000.0	-60.59412	7.6293945e-06	-60.594128	-60.594128	64000	-6.556511e-09	2707.837	-0.0014258099	-33.64795	1.0080948	0.0024985939	0.01675	642.1517	316.89346	1125.1354	239.73688	1000.0	45.5575	0.0	45.5575	45.5575	0.0	0.0	0.0	0.0	0.0	0.0	0.0	79.0	108.3916003704071
16	-396.0599	192.16377	-70.06241	-547.85846	1000.0	-64.8863	7.6293945e-06	-64.88631	-64.88631	68000	1.2338162e-08	1431.9436	-0.00078694563	-198.67407	1.0228413	0.0008419261	0.00475	396.0599	192.16377	547.85846	70.06241	1000.0	45.5575	0.0	45.5575	45.5575	0.0	0.0	0.0	0.0	0.0	0.0	0.0	79.0	114.03333282470703
17	-209.12732	137.50102	-36.030552	-418.65155	1000.0	-59.886353	0.0	-59.886353	-59.886353	72000	6.115437e-08	1674.2665	-0.0014978428	-339.05396	1.0030546	0.0038447988	0.023	209.12732	137.50102	418.65155	36.030552	1000.0	45.5575	0.0	45.5575	45.5575	0.0	0.0	0.0	0.0	0.0	0.0	0.0	79.0	120.62216424942017
18	-182.38026	46.3134	-118.88199	-245.86464	1000.0	-54.807175	7.6293945e-06	-54.807167	-54.807167	76000	1.4328957e-07	1332.6868	-0.00087684876	-323.4198	1.0174625	0.0034420262	0.009	182.38026	46.3134	245.86464	118.88199	1000.0	45.5575	0.0	45.5575	45.5575	0.0	0.0	0.0	0.0	0.0	0.0	0.0	79.0	126.2103340625763
19	-499.5834	307.6712	-243.87924	-1014.92926	1000.0	-49.73354	3.8146973e-06	-49.733543	-49.733543	80000	2.2888184e-08	1178.7988	-0.0025410026	-1.6721191	1.0043964	0.0041674003	0.03	499.5834	307.6712	1014.92926	243.87924	1000.0	45.5575	0.0	45.5575	45.5575	0.0	0.0	0.0	0.0	0.0	0.0	0.0	79.0	132.9060719013214
20	-288.1513	226.23976	-63.080547	-662.64825	1000.0	-48.44484	3.8146973e-06	-48.444843	-48.444843	84000	8.702278e-09	1017.9844	-0.0014137938	-145.33795	1.0199013	0.0034156744	0.03375	288.1513	226.23976	662.64825	63.080547	1000.0	45.5575	0.0	45.5575	45.5575	0.0	0.0	0.0	0.0	0.0	0.0	0.0	79.0	138.55900883674622
21	-1000.2335	232.11125	-629.025	-1240.9945	998.25	-43.51145	7.6293945e-06	-43.511444	-43.511444	88000	5.7935715e-08	5361.6143	-0.0014941203	-519.2383	1.0423242	-0.0006547647	0.017	1000.2335	232.11125	1240.9945	629.025	998.25	45.5575	0.0	45.5575	45.5575	1.9431114e-08	5155.2427	-0.00096319296	-499.83984	0.9145326	0.0014825509	0.01175	79.0	146.5576457977295
22	-877.82385	407.5555	-363.22604	-1346.0345	1000.0	-48.631332	3.8146973e-06	-48.63133	-48.63133	92000	-2.9444694e-08	5036.139	-0.0018010922	-368.81104	1.0455235	0.0010776278	0.01675	877.82385	407.5555	1346.0345	363.22604	1000.0	50.674362	3.8146973e-06	50.67436	50.67436	0.0	0.0	0.0	0.0	0.0	0.0	0.0	79.0	152.1758418083191
23	-504.03308	156.92464	-316.25073	-702.33484	1000.0	-53.719868	0.0	-53.719868	-53.719868	96000	-7.152557e-09	801.161	-0.003392518	-2.1801147	1.0472524	0.0068901833	0.03475	504.03308	156.92464	702.33484	316.25073	1000.0	50.674362	3.8146973e-06	50.67436	50.67436	0.0	0.0	0.0	0.0	0.0	0.0	0.0	79.0	158.78454518318176
24	-715.6765	347.00363	-163.4164	-1078.7794	775.0	-52.265274	3.8146973e-06	-52.265278	-52.265278	100000	-1.1920929e-08	4406.4214	-0.0019782411	-322.83716	1.0640458	0.0045109345	0.02675	715.6765	347.00363	1078.7794	163.4164	775.0	50.674362	3.8146973e-06	50.67436	50.67436	0.0	0.0	0.0	0.0	0.0	0.0	0.0	79.0	164.41181588172913
25	-561.3917	147.25734	-404.54916	-819.2699	648.4	-57.338688	3.8146973e-06	-57.33869	-57.33869	104000	-2.4199485e-08	4577.666	-0.003250444	-340.95996	1.0665264	0.0034960492	0.03725	561.3917	147.25734	819.2699	404.54916	648.4	50.674362	3.8146973e-06	50.67436	50.67436	3.051758e-08	5062.204	-0.0014914583	-404.20508	0.9119938	0.0008355287	0.0205	79.0	172.44956970214844
26	-624.24225	211.73203	-331.62094	-898.36755	526.8571	-62.418518	0.0	-62.418518	-62.418518	108000	2.169609e-08	4970.298	-0.0018227275	-359.01953	1.0502003	0.0033365134	0.0285	624.24225	211.73203	898.36755	331.62094	526.8571	55.77228	7.5527155e-06	55.77229	55.77228	-2.783537e-08	5525.371	-0.0025697055	-425.54932	0.890084	0.0034374362	0.02675	79.0	179.61730313301086
27	-1073.9873	217.9348	-722.034	-1358.5565	737.4	-67.50414	1.5258789e-05	-67.50413	-67.50413	112000	7.033348e-09	8559.95	-0.0010094997	-635.85986	1.0609303	0.0019851902	0.01875	1073.9873	217.9348	1358.5565	722.034	737.4	60.87514	7.6293945e-06	60.87515	60.87515	0.0	0.0	0.0	0.0	0.0	0.0	0.0	79.0	186.1514596939087
28	-477.0446	228.4943	-165.34253	-774.8006	593.8333	-72.6383	7.6293945e-06	-72.63829	-72.63829	116000	1.5854836e-08	3405.526	-0.0012449013	-0.11425781	1.0442983	0.0029209082	0.016	477.0446	228.4943	774.8006	165.34253	593.8333	60.87514	7.6293945e-06	60.87515	60.87515	-3.004074e-08	3556.65	-0.0011071023	-83.66943	0.8678168	0.0011370393	0.019	79.0	192.842955827713
29	-601.8962	148.38533	-428.62912	-887.94055	529.5714	-72.97967	0.0	-72.97967	-72.97967	120000	1.4841556e-08	3392.9824	-0.003560362	-217.11572	1.0602456	0.006576757	0.0435	601.8962	148.38533	887.94055	428.62912	529.5714	65.6405	7.6293945e-06	65.640495	65.640495	-1.9848347e-08	3779.694	-0.0011335069	-288.57666	0.8665093	0.003173537	0.01325	79.0	200.7108314037323
30	-875.1255	124.89852	-672.4641	-1064.5968	785.6	-77.9955	1.4656084e-05	-77.99551	-77.995514	124000	1.7881393e-09	5235.435	-0.0015415419	-271.39746	1.078742	0.0033516837	0.026	875.1255	124.89852	1064.5968	672.4641	785.6	70.69964	7.6293945e-06	70.699646	70.69963	-2.2888184e-08	5659.6567	-0.0018888812	-341.47217	0.8714712	0.007886606	0.05375	79.0	208.74773049354553
31	-743.3327	202.93877	-441.96515	-1041.9962	710.2	-83.04622	0.0	-83.04622	-83.04622	128000	2.0861625e-08	2390.3425	-0.0010551905	-33.966064	1.0978546	0.0017154202	0.01425	743.3327	202.93877	1041.9962	441.96515	710.2	75.77964	7.6293945e-06	75.77963	75.77963	0.0	0.0	0.0	0.0	0.0	0.0	0.0	79.0	214.76179432868958
32	-839.2832	152.48526	-698.95056	-1063.8951	713.0	-87.344795	7.930535e-06	-87.34474	-87.3448	132000	1.4305115e-09	3727.7815	-0.0028405737	-186.56714	1.0891981	0.006831076	0.0265	839.2832	152.48526	1063.8951	698.95056	713.0	75.77964	7.6293945e-06	75.77963	75.77963	0.0	0.0	0.0	0.0	0.0	0.0	0.0	79.0	221.0383584499359
33	-771.195	289.79224	-379.2559	-1112.3159	880.5	-92.33276	0.0	-92.33276	-92.33276	136000	-7.867813e-09	3135.1052	-0.0011004528	-19.408691	1.089162	0.0038685359	0.0135	771.195	289.79224	1112.3159	379.2559	880.5	75.77964	7.6293945e-06	75.77963	75.77963	0.0	0.0	0.0	0.0	0.0	0.0	0.0	79.0	227.1812925338745
34	-607.4955	244.26216	-254.02185	-878.30493	674.4	-88.47963	1.5061534e-05	-88.479614	-88.479645	140000	6.7949295e-09	2401.414	-0.001432276	-71.70801	1.0918856	0.0040696645	0.01025	607.4955	244.26216	878.30493	254.02185	674.4	75.77964	7.6408305e-06	75.77963	75.779625	-1.0609627e-08	2273.188	-0.0021579082	-4.2109375	0.8821001	0.005867283	0.0245	79.0	235.1035294532776
35	-640.5819	182.32687	-296.3823	-866.4996	460.25	-83.76558	0.026491597	-83.54474	-83.77605	144000	1.1205673e-08	4181.7017	-0.0012036302	-349.73438	1.0908995	0.0033205596	0.01825	640.5819	182.32687	866.4996	296.3823	460.25	77.84672	6.077233e-06	77.84672	77.84667	-3.1590461e-09	4656.705	-0.0025135658	-407.7119	0.8890123	0.005189892	0.03575	79.0	241.9971251487732
36	-511.73962	188.72562	-310.6046	-853.9864	510.83334	-88.85802	0.0013827803	-88.84033	-88.858284	148000	3.242493e-08	3065.1704	-0.0027153862	-112.69238	1.0729848	0.0037218553	0.02325	511.73962	188.72562	853.9864	310.6046	510.83334	82.94552	1.5443635e-05	82.9455	82.945496	3.1232833e-08	2945.268	-0.0014952495	-52.01465	0.88078123	0.005413631	0.02225	79.0	249.8025987148285
37	-614.2204	207.60706	-267.73764	-844.479	541.2857	-83.603485	1.8151487	-65.01023	-84.01784	152000	-5.2452087e-09	3921.3784	-0.0025675367	-169.35889	1.0740825	0.004644348	0.03425	614.2204	207.60706	844.479	267.73764	541.2857	78.3915	0.0010800916	78.39174	78.376144	0.0	0.0	0.0	0.0	0.0	0.0	0.0	79.0	255.43711757659912
38	-348.05066	217.13692	-68.94609	-824.17303	303.9091	-88.895256	0.10730212	-87.36165	-88.9153	156000	-3.4570693e-09	3295.106	-0.002248683	-18.436523	1.084036	0.004909036	0.02	348.05066	217.13692	824.17303	68.94609	303.9091	78.39153	0.0010156635	78.39174	78.377655	6.0796737e-09	3330.2085	-0.0006393312	-33.252686	0.8653433	0.0020625761	0.01125	79.0	263.090758562088
39	-439.8937	133.85223	-248.39217	-660.4544	397.6	-85.138565	0.13758841	-82.02497	-85.15659	160000	-1.2218952e-08	3100.609	-0.0016285416	-83.94531	1.065755	0.0014293889	0.01275	439.8937	133.85223	660.4544	248.39217	397.6	82.67564	4.865915e-05	82.67563	82.674614	1.1473894e-08	3160.818	-0.0017786012	-107.55493	0.8504315	0.0028470624	0.021	79.0	269.780485868454
40	-562.28436	242.33	-301.48743	-1126.9731	499.0	-89.91436	0.014465417	-89.72265	-89.91728	164000	-1.513958e-08	3567.6616	-0.00090684916	-78.99341	1.0635633	0.004707123	0.0085	562.28436	242.33	1126.9731	301.48743	499.0	87.52644	7.631302e-06	87.52645	87.52641	2.384186e-10	3619.827	-0.0026463624	-92.256836	0.8570507	0.0036549005	0.03225	79.0	277.5111904144287
41	-378.3989	141.28569	-50.403564	-556.11316	393.0	-94.570145	0.6741638	-85.740036	-94.647964	168000	1.0758638e-08	2200.9854	-0.0011328636	-94.23584	1.064829	0.002224373	0.01625	378.3989	141.28569	556.11316	50.403564	393.0	92.32695	0.0002530184	92.32697	92.32359	8.881092e-09	2150.511	-0.0017566221	-70.12964	0.83504283	0.0064363424	0.0175	79.0	284.7414138317108
42	-320.97006	177.0045	-37.56272	-648.5945	287.76923	-89.4721	5.6856985	50.766712	-89.86281	172000	-1.4305115e-09	3246.2817	-0.0023416844	-41.37451	1.0500498	0.005863014	0.03475	320.97006	177.0045	648.5945	37.56272	287.76923	87.52146	1.4050763	87.64742	45.775665	0.0	0.0	0.0	0.0	0.0	0.0	0.0	79.0	291.0613136291504
43	-352.85464	328.87656	-49.38235	-955.53503	280.92856	-93.94683	1.2009572	-58.769447	-94.01894	176000	1.3709068e-09	6290.4253	-0.0024196343	-79.010254	1.0600405	0.002956543	0.029	352.85464	328.87656	955.53503	49.38235	280.92856	87.57672	1.0446011	87.64742	59.74308	0.0	0.0	0.0	0.0	0.0	0.0	0.0	79.0	296.6107075214386
44	-472.58145	261.4587	-47.626858	-775.8232	305.66666	-98.51526	1.3886391	-85.03119	-98.74492	180000	9.894371e-09	6939.793	-0.0010114165	-305.56738	1.0420103	0.0019335346	0.006	472.58145	261.4587	775.8232	47.626858	305.66666	87.410904	1.2804586	87.64742	75.18534	-1.7166137e-08	7670.185	-0.00074948894	-414.90723	0.8406581	0.0015378977	0.00625	79.0	304.41662859916687
45	-336.88434	171.34912	-43.963852	-726.44385	253.26666	-103.62364	2.139063	-44.81459	-103.781944	184000	6.437302e-09	3034.6123	-0.0013057935	-32.142822	1.0243111	0.0022737079	0.01625	336.88434	171.34912	726.44385	43.963852	253.26666	92.719284	0.15602374	92.73387	88.58216	-1.001358e-08	3118.0347	-0.0037793356	-85.825195	0.8528643	0.0049838484	0.0445	79.0	311.92808175086975
46	-363.48248	195.05399	-42.025963	-729.4001	291.30768	-101.021164	4.0100975	-37.75829	-101.49964	188000	-1.45435335e-08	3716.7842	-0.0015808399	-15.930664	1.034359	0.003362779	0.02375	363.48248	195.05399	729.4001	42.025963	291.30768	96.943375	4.3552623	97.43523	25.625845	2.7418137e-09	3756.1716	-0.0007585156	-47.51587	0.8383056	0.0002265282	0.014	79.0	318.7694230079651
47	-195.24854	131.16344	-34.818768	-516.592	186.80952	-104.25775	6.3938622	19.508764	-104.87828	192000	8.8214875e-09	3088.3606	-0.0015513956	-295.35303	1.0123588	0.0040034563	0.0275	195.24854	131.16344	516.592	34.818768	186.80952	101.40433	5.4025006	101.92856	-1.2318743	0.0	0.0	0.0	0.0	0.0	0.0	0.0	79.0	325.4226965904236
48	-236.21645	153.581	-34.58355	-559.54364	208.77777	-98.47454	8.159496	0.73226225	-99.81659	196000	-4.4107438e-09	2768.6135	-0.0019655663	-137.08862	1.0306016	0.0039265836	0.0305	236.21645	153.581	559.54364	34.58355	208.77777	100.67164	8.009573	101.92856	-10.389124	-2.2232532e-08	2839.3088	-0.0012164501	-158.8811	0.82034767	0.0015732484	0.01025	79.0	332.6475610733032
49	-191.10063	169.11765	-39.237476	-859.9976	175.31818	-94.480316	4.549992	5.6712074	-94.90864	200000	1.4185906e-08	3496.674	-0.0013103952	-132.62329	1.051358	0.0028181088	0.014	191.10063	169.11765	859.9976	39.237476	175.31818	96.55814	4.672028	96.98739	-12.979833	0.0	0.0	0.0	0.0	0.0	0.0	0.0	79.0	339.352370262146
50	-213.23984	172.80846	-28.362432	-653.6141	177.90909	-88.88935	7.662554	7.9008713	-89.99809	204000	-1.7702579e-08	3485.8813	-0.0019072236	-13.221436	1.0475272	0.0014784939	0.025	213.23984	172.80846	653.6141	28.362432	177.90909	95.79665	8.763719	96.98739	-34.142113	-3.0994416e-09	3581.269	-0.00081014563	-79.20264	0.8011168	0.002251812	0.01525	79.0	346.1792097091675
51	-214.04222	148.3443	-34.617878	-551.0418	177.09091	-85.792854	5.9367914	-9.072426	-86.5917	208000	-1.7404556e-08	2872.793	-0.0022387484	-5.1882324	1.0363505	0.0015358746	0.025	214.04222	148.3443	551.0418	34.617878	177.09091	91.29809	6.6845484	92.28604	7.637476	-1.2397766e-08	2929.198	-0.0036295785	-50.399414	0.80082524	0.004616828	0.03225	79.0	353.7383556365967
52	-167.84785	102.50735	-36.064236	-398.94678	141.0	-83.39686	6.4248204	-11.590252	-84.42283	212000	2.861023e-09	2307.379	-0.0007878451	-84.0	1.0141898	0.00031945785	0.018	167.84785	102.50735	398.94678	36.064236	141.0	86.63077	6.7236204	87.75003	11.988777	0.0	0.0	0.0	0.0	0.0	0.0	0.0	79.0	359.4264187812805
53	-154.55563	94.194466	-32.097042	-338.21375	132.6	-78.724106	6.2945533	-9.215032	-79.65065	216000	-8.881092e-09	1876.3885	-0.0009785782	-57.719116	0.9936505	0.0016027914	0.019	154.55563	94.194466	338.21375	32.097042	132.6	86.59405	7.1436815	87.75003	11.855615	0.0	0.0	0.0	0.0	0.0	0.0	0.0	79.0	366.0487401485443
54	-167.73557	124.090744	-30.374527	-441.81406	195.95	-74.75355	3.3386288	-13.476374	-75.03143	220000	6.1392784e-09	2287.2505	-0.0018554513	-138.1565	1.0140562	0.0032413737	0.01075	167.73557	124.090744	441.81406	30.374527	195.95	87.32419	4.6361146	87.75003	10.66075	-1.2278557e-08	2866.9143	-0.0026988587	-264.94507	0.8193349	0.001093525	0.0215	79.0	372.76903009414673
55	-183.08263	141.8244	-32.54787	-650.9786	152.03847	-69.043106	6.22679	-9.299217	-70.10832	224000	2.6226044e-09	3250.8782	-0.0024793935	-215.27441	1.0097255	0.0036787845	0.0355	183.08263	141.8244	650.9786	32.54787	152.03847	81.89972	4.923379	82.701416	15.671951	0.0	0.0	0.0	0.0	0.0	0.0	0.0	79.0	379.233491897583
56	-181.63268	174.94981	-32.38209	-675.6058	152.07692	-74.81607	0.6591122	-51.089226	-74.8617	228000	-4.5895576e-09	4345.178	-0.0036989846	-13.213379	1.0301722	0.0038912983	0.03275	181.63268	174.94981	675.6058	32.38209	152.07692	82.37102	2.338904	82.701416	29.7249	0.0	0.0	0.0	0.0	0.0	0.0	0.0	79.0	384.87184596061707
57	-212.06866	128.29268	-28.203821	-581.77155	158.41667	-77.530075	3.0288787	-40.36127	-77.97486	232000	2.2172928e-08	2475.7734	-0.0013780057	-102.8186	1.0517384	0.004591585	0.01325	212.06866	128.29268	581.77155	28.203821	158.41667	81.52164	6.0169816	82.701416	17.650328	6.3180923e-09	2384.3071	-0.0015331368	-45.06006	0.79656225	0.0025291715	0.01625	79.0	392.740793466568
58	-257.66165	188.29309	-38.209106	-729.68713	205.11111	-82.1221	5.24558	-6.773883	-82.81269	236000	-8.940697e-09	3857.2097	-0.0009772427	-146.49121	1.0527563	0.0019039555	0.01275	257.66165	188.29309	729.68713	38.209106	205.11111	86.3433	6.1338143	87.13931	-1.9043902	8.46386e-09	3754.2026	-0.003988752	-99.708496	0.7941932	0.005167371	0.0365	79.0	399.6681866645813
59	-238.94336	115.38961	-41.31215	-512.716	181.04546	-86.51	6.403628	-29.777737	-87.68366	240000	1.3351441e-08	1881.8325	-0.0005606387	-67.455444	1.0499238	0.00035750077	0.008	238.94336	115.38961	512.716	41.31215	181.04546	90.53226	7.1292105	91.85246	16.497427	-6.377697e-09	1838.298	-0.0036890253	-35.817017	0.81670874	0.0040130652	0.036	79.0	407.2671504020691
60	-304.25137	153.58083	-60.541523	-689.09283	207.36842	-89.91692	10.872707	-8.923519	-92.33359	244000	2.9802323e-09	3144.014	-0.0013901079	-202.73657	1.0564654	0.0005388427	0.0205	304.25137	153.58083	689.09283	60.541523	207.36842	93.03944	11.466206	95.69319	16.238298	-2.1159648e-08	3001.6375	-0.0015969176	-172.02026	0.815626	0.0050016413	0.01875	79.0	414.52237582206726
61	-350.7655	199.47427	-43.278645	-861.82983	264.84616	-95.90332	8.108608	-15.428991	-97.34988	248000	-2.0980835e-08	3678.0237	-0.0019120458	-17.010986	1.0335206	0.0047410917	0.01875	350.7655	199.47427	861.82983	43.278645	264.84616	99.00115	8.460834	100.67918	9.529129	1.001358e-08	3700.8083	-0.0016683799	-32.721436	0.81280756	0.0010557099	0.01975	79.0	421.8200726509094
62	-285.7836	162.05437	-57.413185	-597.89606	212.33333	-97.226906	10.881355	-6.086417	-99.539566	252000	-7.4505807e-10	2927.9814	-0.0016404861	-18.579834	1.0362206	0.0020181166	0.0205	285.7836	162.05437	597.89606	57.413185	212.33333	97.39499	10.024189	99.447426	7.4265532	-1.847744e-09	2934.5542	-0.0014602657	-22.672363	0.8241348	0.0022556405	0.02275	79.0	429.70960307121277
63	-324.96838	107.66171	-194.15709	-579.92474	229.4375	-100.222984	12.789366	-8.949201	-103.32136	256000	1.2516975e-09	1882.6875	-0.00038401355	-35.812378	1.0135394	0.0018615025	0.0095	324.96838	107.66171	579.92474	194.15709	229.4375	100.16625	12.728431	103.27358	4.1632586	1.2397766e-08	1888.7711	-0.0008509564	-38.093384	0.8438082	0.0012310884	0.013	79.0	436.3329770565033
64	-169.72456	89.3705	-26.856241	-321.3538	138.78572	-105.50111	11.0160675	-10.021705	-107.68877	260000	-1.1324882e-08	2329.089	-0.0005118655	-254.11938	0.9988946	0.0017730984	0.01	169.72456	89.3705	321.3538	26.856241	138.78572	105.52613	11.213019	107.63611	-0.1429125	0.0	0.0	0.0	0.0	0.0	0.0	0.0	79.0	442.73491621017456
65	-185.41702	98.54409	-33.01342	-350.04608	152.07692	-101.95404	5.999458	-12.915512	-102.665215	264000	-3.504753e-08	2366.207	-0.0012113089	-201.74902	0.9786205	0.0036126196	0.02825	185.41702	98.54409	350.04608	33.01342	152.07692	107.000175	6.1954007	107.63611	7.2231326	0.0	0.0	0.0	0.0	0.0	0.0	0.0	79.0	448.37326216697693
66	-169.37915	94.78846	-28.401592	-326.89786	130.56667	-95.05251	11.651752	-8.656609	-97.65927	268000	3.0994416e-09	2062.448	-0.00052702485	-139.23242	0.9584779	0.0017936273	0.01275	169.37915	94.78846	326.89786	28.401592	130.56667	104.71425	13.329284	107.63611	1.8233951	0.0	0.0	0.0	0.0	0.0	0.0	0.0	79.0	454.9136884212494
