x,y,u,v
0.870169464,-0.05971494,-0.5170793,-0.4825617
0.8701150660413414,-0.0605842067486785,-0.535139,-0.4968277
0.8700577586192376,-0.0614443668457714,-0.53614086,-0.51848125
0.8699850583474973,-0.0624644292214605,-0.5647529,-0.48948357
0.8699211271522448,-0.0633042874984646,-0.57594514,-0.5147829
0.8698403089605569,-0.0642997900230344,-0.6036653,-0.49378213
0.8697694768565227,-0.0651190207383677,-0.5963866,-0.52224654
0.8696802186180617,-0.0660895742868269,-0.61983263,-0.49260995
0.8696022327636296,-0.066887868443827,-0.6154371,-0.5295941
0.86950425209595,-0.0678331273847286,-0.6216922,-0.50470006
0.8694188848168971,-0.068610195812647,-0.6154031,-0.5348574
0.8693119258447615,-0.0695298301044237,-0.6345443,-0.52129465
0.8692189808787761,-0.070285421948802,-0.7609117,-0.233347
0.8691028151351377,-0.071179122835773,-0.6197058,-0.5252397
0.8690021179009652,-0.0719129892447164,-0.764807,-0.25175607
0.8688978447091894,-0.0726369047702581,-0.744537,-0.2854894
0.8687679548314933,-0.0734924017706009,-0.75061476,-0.2645357
0.8686557117951541,-0.0741942600921895,-0.7319437,-0.30005398
0.8685161865608425,-0.0750231693784086,-0.7381911,-0.28021613
0.8683958614516194,-0.0757027780555247,-0.7185916,-0.3120807
0.8682465756614998,-0.0765048687288795,-0.7240453,-0.29537988
0.8681180730911149,-0.07716203838778,-0.7083392,-0.33421323
0.867958930757657,-0.0779371041323261,-0.71167266,-0.31467032
0.8678221786156799,-0.078571665024592,-0.68516004,-0.3624805
0.8676531043460415,-0.079319502974738,-0.6898911,-0.33728132
0.867508055530026,-0.0799313025275107,-0.676176,-0.37695545
0.8673290015648681,-0.0806517344776193,-0.678979,-0.36305982
0.8671756197717774,-0.0812406146102323,-0.6554469,-0.4087019
0.8669865551380346,-0.0819334566609109,-0.65852535,-0.38569686
0.866824830728526,-0.0824992855888927,-0.63568753,-0.43265682
0.8666593155064569,-0.0830545936637182,-0.6083652,-0.47448412
0.8664556966293195,-0.083707037031876,-0.6163391,-0.45163536
0.8662818568823087,-0.084239114838445,-0.5909242,-0.49295664
0.8660682680199856,-0.0848636174144954,-0.5871676,-0.4747458
0.8658861367386628,-0.0853723481368916,-0.7091019,-0.18191846
0.8656626222504442,-0.085968758842303,-0.57423717,-0.5024625
0.8654722491001661,-0.0864540365304908,-0.6959148,-0.20305295
0.8652388853496701,-0.0870222531184327,-0.6903596,-0.18537042
0.8650403366682533,-0.0874839785866437,-0.6735803,-0.22792892
0.8647972072168465,-0.0880238705379059,-0.6659727,-0.21252798
0.8645905666111598,-0.0884619539063354,-0.6528558,-0.25291935
0.864337787947599,-0.0889734343326856,-0.64753574,-0.23491833
0.864123160198625,-0.089387808464525,-0.6258868,-0.27272335
0.8639049390750396,-0.0897913820741188,-0.6111549,-0.31336305
0.8636383632323962,-0.0902613897252696,-0.6126162,-0.2962708
0.8634123195339882,-0.0906411403074236,-0.58855164,-0.33913383
0.8631364349245764,-0.0910825214944762,-0.5916629,-0.31981632
0.8629027086547155,-0.0914384022733704,-0.5731445,-0.35569715
0.86261769251125,-0.0918511084736613,-0.56487477,-0.3389025
0.862376428462983,-0.0921830557911915,-0.5486408,-0.37835842
0.8620824588286213,-0.0925670056259565,-0.5564493,-0.35978654
0.8618338184976783,-0.092874977297618,-0.53256214,-0.39268625
0.8615311054761978,-0.0932301495771025,-0.5412754,-0.373079
0.8612752601585045,-0.0935141025488,-0.51844937,-0.41461584
0.86096400586218,-0.0938404214884762,-0.5203327,-0.38738263
0.8607011434972621,-0.0941003374549991,-0.5043161,-0.42342475
0.8603815837137606,-0.0943977964377888,-0.5062064,-0.39995202
0.8601118934129385,-0.0946336357608561,-0.49422044,-0.43493694
0.8598391684047331,-0.0948585335961414,-0.48137945,-0.4666707
0.8595079558938434,-0.095113973533477,-0.48129904,-0.4349865
0.8592287111199377,-0.0953148016038094,-0.47389364,-0.46667913
0.858889800208965,-0.0955413366717505,-0.47644427,-0.4395736
0.8586042461271889,-0.0957180621613279,-0.46036446,-0.47086012
0.858257899990251,-0.0959156778864816,-0.46731198,-0.43798867
0.8579662648595495,-0.0960683073409227,-0.44579434,-0.4680162
0.85761275946765,-0.0962370033597484,-0.45656326,-0.43489614
0.8573152779053902,-0.096365540712866,-0.4415861,-0.4610452
0.8569549003030699,-0.0965053322034086,-0.4410923,-0.42806
0.8566518119018088,-0.0966097821502445,-0.43345875,-0.45419577
0.8562848556267803,-0.0967206833188393,-0.43769845,-0.4179221
0.8559764119546721,-0.0968010782599549,-0.35044205,-0.76602304
0.8556656230146598,-0.096870568253379,-0.41974503,-0.45605808
0.8552896504067722,-0.0969395501642688,-0.36015448,-0.7405077
0.8549738826960231,-0.0969850426381648,-0.41663584,-0.43242896
0.8545920905469758,-0.0970252361641049,-0.35489884,-0.71343684
0.8542716059815236,-0.0970467575068543,-0.35448,-0.73127025
0.8538843160269713,-0.0970582196827728,-0.3632146,-0.6813371
0.8535593839076897,-0.0970558196830253,-0.35803837,-0.69625074
0.853166919968568,-0.0970386021697575,-0.35754594,-0.6483597
0.8528378130688492,-0.0970123191405631,-0.3594684,-0.6616422
0.8524405066342537,-0.0969664770957455,-0.36507496,-0.61234623
0.8521075026715571,-0.0969163613273944,-0.35126564,-0.62606597
0.8517056865597722,-0.0968419383741269,-0.3625204,-0.5795136
0.8513690660736819,-0.0967680319899199,-0.3556707,-0.5918305
0.8509630834498175,-0.0966651180118465,-0.35941622,-0.5392962
