timestamp,topic,value
2025-07-24 14:50:28.386,position_x,0.870169
2025-07-24 14:50:28.387,position_y,-0.059715
2025-07-24 14:50:28.389,velocity_x,-0.010677
2025-07-24 14:50:28.390,velocity_y,-0.174556
2025-07-24 14:50:28.391,control_force_x,-3.200076
2025-07-24 14:50:28.391,control_force_y,1.781905
2025-07-24 14:50:28.402,position_x,0.870148
2025-07-24 14:50:28.403,position_y,-0.060064
2025-07-24 14:50:28.404,velocity_x,-0.010959
2025-07-24 14:50:28.405,velocity_y,-0.173786
2025-07-24 14:50:28.406,control_force_x,-3.200076
2025-07-24 14:50:28.406,control_force_y,1.781905
2025-07-24 14:50:28.407,position_x,0.870137
2025-07-24 14:50:28.408,position_y,-0.060237
2025-07-24 14:50:28.409,velocity_x,-0.011101
2025-07-24 14:50:28.409,velocity_y,-0.173401
2025-07-24 14:50:28.410,control_force_x,-3.211639
2025-07-24 14:50:28.411,control_force_y,1.763955
2025-07-24 14:50:28.416,position_x,0.870103
2025-07-24 14:50:28.417,position_y,-0.060756
2025-07-24 14:50:28.418,velocity_x,-0.011530
2025-07-24 14:50:28.419,velocity_y,-0.172240
2025-07-24 14:50:28.419,control_force_x,-3.223862
2025-07-24 14:50:28.420,control_force_y,1.742986
2025-07-24 14:50:28.426,position_x,0.870068
2025-07-24 14:50:28.428,position_y,-0.061272
2025-07-24 14:50:28.430,velocity_x,-0.011961
2025-07-24 14:50:28.431,velocity_y,-0.171073
2025-07-24 14:50:28.432,control_force_x,-3.163553
2025-07-24 14:50:28.434,control_force_y,1.782545
2025-07-24 14:50:28.439,position_x,0.870044
2025-07-24 14:50:28.441,position_y,-0.061614
2025-07-24 14:50:28.442,velocity_x,-0.012250
2025-07-24 14:50:28.444,velocity_y,-0.170292
2025-07-24 14:50:28.445,control_force_x,-3.184333
2025-07-24 14:50:28.447,control_force_y,1.729068
2025-07-24 14:50:28.449,position_x,0.870032
2025-07-24 14:50:28.450,position_y,-0.061784
2025-07-24 14:50:28.451,velocity_x,-0.012396
2025-07-24 14:50:28.452,velocity_y,-0.169901
2025-07-24 14:50:28.454,control_force_x,-3.184333
2025-07-24 14:50:28.455,control_force_y,1.729068
2025-07-24 14:50:28.457,position_x,0.870007
2025-07-24 14:50:28.458,position_y,-0.062124
2025-07-24 14:50:28.459,velocity_x,-0.012686
2025-07-24 14:50:28.459,velocity_y,-0.169117
2025-07-24 14:50:28.460,control_force_x,-3.107880
2025-07-24 14:50:28.461,control_force_y,1.781413
2025-07-24 14:50:28.466,position_x,0.869981
2025-07-24 14:50:28.467,position_y,-0.062461
2025-07-24 14:50:28.468,velocity_x,-0.012978
2025-07-24 14:50:28.468,velocity_y,-0.168330
2025-07-24 14:50:28.469,control_force_x,-3.111425
2025-07-24 14:50:28.470,control_force_y,1.767197
2025-07-24 14:50:28.475,position_x,0.869942
2025-07-24 14:50:28.476,position_y,-0.062965
2025-07-24 14:50:28.477,velocity_x,-0.013419
2025-07-24 14:50:28.478,velocity_y,-0.167147
2025-07-24 14:50:28.479,control_force_x,-3.022884
2025-07-24 14:50:28.479,control_force_y,1.718253
2025-07-24 14:50:28.486,position_x,0.869901
2025-07-24 14:50:28.487,position_y,-0.063465
2025-07-24 14:50:28.488,velocity_x,-0.013861
2025-07-24 14:50:28.488,velocity_y,-0.165959
2025-07-24 14:50:28.489,control_force_x,-3.034557
2025-07-24 14:50:28.490,control_force_y,1.718254
2025-07-24 14:50:28.496,position_x,0.869859
2025-07-24 14:50:28.497,position_y,-0.063962
2025-07-24 14:50:28.498,velocity_x,-0.014296
2025-07-24 14:50:28.499,velocity_y,-0.164772
2025-07-24 14:50:28.500,control_force_x,-2.689639
2025-07-24 14:50:28.500,control_force_y,1.548940
2025-07-24 14:50:28.506,position_x,0.869816
2025-07-24 14:50:28.507,position_y,-0.064455
2025-07-24 14:50:28.508,velocity_x,-0.014725
2025-07-24 14:50:28.509,velocity_y,-0.163585
2025-07-24 14:50:28.510,control_force_x,-2.193497
2025-07-24 14:50:28.511,control_force_y,1.241234
2025-07-24 14:50:28.516,position_x,0.869786
2025-07-24 14:50:28.516,position_y,-0.064782
2025-07-24 14:50:28.517,velocity_x,-0.015011
2025-07-24 14:50:28.519,velocity_y,-0.162793
2025-07-24 14:50:28.520,control_force_x,-2.271739
2025-07-24 14:50:28.520,control_force_y,1.276504
2025-07-24 14:50:28.525,position_x,0.869756
2025-07-24 14:50:28.526,position_y,-0.065107
2025-07-24 14:50:28.527,velocity_x,-0.015287
2025-07-24 14:50:28.527,velocity_y,-0.162005
2025-07-24 14:50:28.529,control_force_x,-1.684017
2025-07-24 14:50:28.530,control_force_y,0.951246
2025-07-24 14:50:28.535,position_x,0.869726
2025-07-24 14:50:28.536,position_y,-0.065431
2025-07-24 14:50:28.537,velocity_x,-0.015567
2025-07-24 14:50:28.537,velocity_y,-0.161214
2025-07-24 14:50:28.538,control_force_x,-1.868094
2025-07-24 14:50:28.539,control_force_y,1.012159
2025-07-24 14:50:28.545,position_x,0.869694
2025-07-24 14:50:28.546,position_y,-0.065753
2025-07-24 14:50:28.547,velocity_x,-0.015852
2025-07-24 14:50:28.548,velocity_y,-0.160420
2025-07-24 14:50:28.549,control_force_x,-1.989548
2025-07-24 14:50:28.550,control_force_y,1.049679
2025-07-24 14:50:28.555,position_x,0.869662
2025-07-24 14:50:28.556,position_y,-0.066073
2025-07-24 14:50:28.557,velocity_x,-0.016125
2025-07-24 14:50:28.557,velocity_y,-0.159630
2025-07-24 14:50:28.558,control_force_x,-1.387847
2025-07-24 14:50:28.559,control_force_y,0.738492
2025-07-24 14:50:28.565,position_x,0.869630
2025-07-24 14:50:28.566,position_y,-0.066392
2025-07-24 14:50:28.567,velocity_x,-0.016405
2025-07-24 14:50:28.568,velocity_y,-0.158838
2025-07-24 14:50:28.569,control_force_x,-1.611011
2025-07-24 14:50:28.570,control_force_y,0.799530
2025-07-24 14:50:28.575,position_x,0.869597
2025-07-24 14:50:28.576,position_y,-0.066709
2025-07-24 14:50:28.576,velocity_x,-0.016689
2025-07-24 14:50:28.577,velocity_y,-0.158042
2025-07-24 14:50:28.579,control_force_x,-1.770924
2025-07-24 14:50:28.580,control_force_y,0.861089
2025-07-24 14:50:28.585,position_x,0.869564
2025-07-24 14:50:28.586,position_y,-0.067025
2025-07-24 14:50:28.586,velocity_x,-0.016963
2025-07-24 14:50:28.587,velocity_y,-0.157251
2025-07-24 14:50:28.588,control_force_x,-1.189573
2025-07-24 14:50:28.589,control_force_y,0.529638
2025-07-24 14:50:28.595,position_x,0.869530
2025-07-24 14:50:28.596,position_y,-0.067339
2025-07-24 14:50:28.597,velocity_x,-0.017242
2025-07-24 14:50:28.598,velocity_y,-0.156456
2025-07-24 14:50:28.599,control_force_x,-1.418949
2025-07-24 14:50:28.600,control_force_y,0.627460
2025-07-24 14:50:28.605,position_x,0.869495
2025-07-24 14:50:28.606,position_y,-0.067652
2025-07-24 14:50:28.607,velocity_x,-0.017512
2025-07-24 14:50:28.607,velocity_y,-0.155666
2025-07-24 14:50:28.608,control_force_x,-0.831307
2025-07-24 14:50:28.609,control_force_y,0.294508
2025-07-24 14:50:28.615,position_x,0.869460
2025-07-24 14:50:28.616,position_y,-0.067963
2025-07-24 14:50:28.617,velocity_x,-0.017788
2025-07-24 14:50:28.618,velocity_y,-0.154873
2025-07-24 14:50:28.619,control_force_x,-1.130569
2025-07-24 14:50:28.620,control_force_y,0.400734
2025-07-24 14:50:28.625,position_x,0.869424
2025-07-24 14:50:28.626,position_y,-0.068272
2025-07-24 14:50:28.626,velocity_x,-0.018071
2025-07-24 14:50:28.627,velocity_y,-0.154075
2025-07-24 14:50:28.628,control_force_x,-1.382102
2025-07-24 14:50:28.630,control_force_y,0.485545
2025-07-24 14:50:28.635,position_x,0.869388
2025-07-24 14:50:28.636,position_y,-0.068580
2025-07-24 14:50:28.637,velocity_x,-0.018343
2025-07-24 14:50:28.637,velocity_y,-0.153283
2025-07-24 14:50:28.638,control_force_x,-0.799257
2025-07-24 14:50:28.639,control_force_y,0.169825
2025-07-24 14:50:28.645,position_x,0.869351
2025-07-24 14:50:28.646,position_y,-0.068886
2025-07-24 14:50:28.647,velocity_x,-0.018622
2025-07-24 14:50:28.648,velocity_y,-0.152487
2025-07-24 14:50:28.649,control_force_x,-1.115515
2025-07-24 14:50:28.650,control_force_y,0.260678
2025-07-24 14:50:28.655,position_x,0.869314
2025-07-24 14:50:28.655,position_y,-0.069191
2025-07-24 14:50:28.657,velocity_x,-0.018908
2025-07-24 14:50:28.657,velocity_y,-0.151687
2025-07-24 14:50:28.658,control_force_x,-1.370149
2025-07-24 14:50:28.659,control_force_y,0.365003
2025-07-24 14:50:28.665,position_x,0.869276
2025-07-24 14:50:28.666,position_y,-0.069493
2025-07-24 14:50:28.667,velocity_x,-0.019184
2025-07-24 14:50:28.668,velocity_y,-0.150893
2025-07-24 14:50:28.669,control_force_x,-0.788028
2025-07-24 14:50:28.670,control_force_y,0.044545
2025-07-24 14:50:28.675,position_x,0.869237
2025-07-24 14:50:28.676,position_y,-0.069795
2025-07-24 14:50:28.676,velocity_x,-0.019466
2025-07-24 14:50:28.677,velocity_y,-0.150094
2025-07-24 14:50:28.678,control_force_x,-1.099537
2025-07-24 14:50:28.679,control_force_y,0.160492
2025-07-24 14:50:28.685,position_x,0.869198
2025-07-24 14:50:28.685,position_y,-0.070095
2025-07-24 14:50:28.687,velocity_x,-0.019755
2025-07-24 14:50:28.687,velocity_y,-0.149291
2025-07-24 14:50:28.688,control_force_x,-1.359116
2025-07-24 14:50:28.689,control_force_y,0.280967
2025-07-24 14:50:28.695,position_x,0.869158
2025-07-24 14:50:28.696,position_y,-0.070393
2025-07-24 14:50:28.697,velocity_x,-0.020034
2025-07-24 14:50:28.698,velocity_y,-0.148493
2025-07-24 14:50:28.699,control_force_x,-0.767962
2025-07-24 14:50:28.700,control_force_y,-0.043372
2025-07-24 14:50:28.705,position_x,0.869118
2025-07-24 14:50:28.706,position_y,-0.070689
2025-07-24 14:50:28.706,velocity_x,-0.020319
2025-07-24 14:50:28.707,velocity_y,-0.147691
2025-07-24 14:50:28.708,control_force_x,-1.078374
2025-07-24 14:50:28.709,control_force_y,0.089767
2025-07-24 14:50:28.715,position_x,0.869077
2025-07-24 14:50:28.716,position_y,-0.070984
2025-07-24 14:50:28.717,velocity_x,-0.020594
2025-07-24 14:50:28.718,velocity_y,-0.146894
2025-07-24 14:50:28.719,control_force_x,-0.507406
2025-07-24 14:50:28.720,control_force_y,-0.210922
2025-07-24 14:50:28.725,position_x,0.869036
2025-07-24 14:50:28.726,position_y,-0.071278
2025-07-24 14:50:28.726,velocity_x,-0.020877
2025-07-24 14:50:28.727,velocity_y,-0.146092
2025-07-24 14:50:28.728,control_force_x,-0.868082
2025-07-24 14:50:28.729,control_force_y,-0.070831
2025-07-24 14:50:28.735,position_x,0.868994
2025-07-24 14:50:28.736,position_y,-0.071570
2025-07-24 14:50:28.737,velocity_x,-0.021168
2025-07-24 14:50:28.738,velocity_y,-0.145287
2025-07-24 14:50:28.739,control_force_x,-1.175772
2025-07-24 14:50:28.739,control_force_y,0.038962
2025-07-24 14:50:28.745,position_x,0.868952
2025-07-24 14:50:28.746,position_y,-0.071860
2025-07-24 14:50:28.747,velocity_x,-0.021447
2025-07-24 14:50:28.748,velocity_y,-0.144486
2025-07-24 14:50:28.748,control_force_x,-0.593318
2025-07-24 14:50:28.749,control_force_y,-0.264734
2025-07-24 14:50:28.755,position_x,0.868909
2025-07-24 14:50:28.756,position_y,-0.072148
2025-07-24 14:50:28.757,velocity_x,-0.021735
2025-07-24 14:50:28.757,velocity_y,-0.143681
2025-07-24 14:50:28.758,control_force_x,-0.947025
2025-07-24 14:50:28.759,control_force_y,-0.144572
2025-07-24 14:50:28.765,position_x,0.868865
2025-07-24 14:50:28.766,position_y,-0.072435
2025-07-24 14:50:28.767,velocity_x,-0.022029
2025-07-24 14:50:28.768,velocity_y,-0.142873
2025-07-24 14:50:28.769,control_force_x,-1.222162
2025-07-24 14:50:28.769,control_force_y,-0.006755
2025-07-24 14:50:28.775,position_x,0.868821
2025-07-24 14:50:28.776,position_y,-0.072721
2025-07-24 14:50:28.777,velocity_x,-0.022313
2025-07-24 14:50:28.778,velocity_y,-0.142069
2025-07-24 14:50:28.779,control_force_x,-0.652907
2025-07-24 14:50:28.780,control_force_y,-0.324864
2025-07-24 14:50:28.785,position_x,0.868776
2025-07-24 14:50:28.786,position_y,-0.073004
2025-07-24 14:50:28.787,velocity_x,-0.022603
2025-07-24 14:50:28.788,velocity_y,-0.141261
2025-07-24 14:50:28.788,control_force_x,-0.977148
2025-07-24 14:50:28.789,control_force_y,-0.179184
2025-07-24 14:50:28.795,position_x,0.868731
2025-07-24 14:50:28.795,position_y,-0.073286
2025-07-24 14:50:28.797,velocity_x,-0.022884
2025-07-24 14:50:28.798,velocity_y,-0.140458
2025-07-24 14:50:28.798,control_force_x,-0.427114
2025-07-24 14:50:28.799,control_force_y,-0.471172
2025-07-24 14:50:28.805,position_x,0.868685
2025-07-24 14:50:28.806,position_y,-0.073567
2025-07-24 14:50:28.806,velocity_x,-0.023173
2025-07-24 14:50:28.807,velocity_y,-0.139650
2025-07-24 14:50:28.808,control_force_x,-0.807020
2025-07-24 14:50:28.809,control_force_y,-0.326514
2025-07-24 14:50:28.815,position_x,0.868638
2025-07-24 14:50:28.816,position_y,-0.073846
2025-07-24 14:50:28.817,velocity_x,-0.023469
2025-07-24 14:50:28.818,velocity_y,-0.138838
2025-07-24 14:50:28.819,control_force_x,-1.113572
2025-07-24 14:50:28.819,control_force_y,-0.198302
2025-07-24 14:50:28.825,position_x,0.868591
2025-07-24 14:50:28.826,position_y,-0.074123
2025-07-24 14:50:28.827,velocity_x,-0.023754
2025-07-24 14:50:28.828,velocity_y,-0.138031
2025-07-24 14:50:28.829,control_force_x,-0.528657
2025-07-24 14:50:28.830,control_force_y,-0.465104
2025-07-24 14:50:28.835,position_x,0.868544
2025-07-24 14:50:28.836,position_y,-0.074399
2025-07-24 14:50:28.837,velocity_x,-0.024047
2025-07-24 14:50:28.838,velocity_y,-0.137220
2025-07-24 14:50:28.838,control_force_x,-0.880116
2025-07-24 14:50:28.839,control_force_y,-0.333479
2025-07-24 14:50:28.845,position_x,0.868495
2025-07-24 14:50:28.845,position_y,-0.074673
2025-07-24 14:50:28.847,velocity_x,-0.024330
2025-07-24 14:50:28.847,velocity_y,-0.136413
2025-07-24 14:50:28.848,control_force_x,-0.336511
2025-07-24 14:50:28.849,control_force_y,-0.607844
2025-07-24 14:50:28.855,position_x,0.868447
2025-07-24 14:50:28.855,position_y,-0.074945
2025-07-24 14:50:28.856,velocity_x,-0.024621
2025-07-24 14:50:28.857,velocity_y,-0.135602
2025-07-24 14:50:28.858,control_force_x,-0.720352
2025-07-24 14:50:28.859,control_force_y,-0.470160
2025-07-24 14:50:28.866,position_x,0.868397
2025-07-24 14:50:28.866,position_y,-0.075216
2025-07-24 14:50:28.867,velocity_x,-0.024918
2025-07-24 14:50:28.868,velocity_y,-0.134786
2025-07-24 14:50:28.869,control_force_x,-1.027987
2025-07-24 14:50:28.870,control_force_y,-0.321911
2025-07-24 14:50:28.875,position_x,0.868347
2025-07-24 14:50:28.875,position_y,-0.075485
2025-07-24 14:50:28.877,velocity_x,-0.025206
2025-07-24 14:50:28.878,velocity_y,-0.133976
2025-07-24 14:50:28.878,control_force_x,-0.473722
2025-07-24 14:50:28.879,control_force_y,-0.602515
2025-07-24 14:50:28.885,position_x,0.868297
2025-07-24 14:50:28.886,position_y,-0.075753
2025-07-24 14:50:28.887,velocity_x,-0.025501
2025-07-24 14:50:28.887,velocity_y,-0.133161
2025-07-24 14:50:28.888,control_force_x,-0.849568
2025-07-24 14:50:28.889,control_force_y,-0.459420
2025-07-24 14:50:28.895,position_x,0.868245
2025-07-24 14:50:28.896,position_y,-0.076019
2025-07-24 14:50:28.897,velocity_x,-0.025803
2025-07-24 14:50:28.898,velocity_y,-0.132342
2025-07-24 14:50:28.898,control_force_x,-1.132259
2025-07-24 14:50:28.899,control_force_y,-0.294363
2025-07-24 14:50:28.905,position_x,0.868194
2025-07-24 14:50:28.906,position_y,-0.076283
2025-07-24 14:50:28.907,velocity_x,-0.026094
2025-07-24 14:50:28.907,velocity_y,-0.131527
2025-07-24 14:50:28.908,control_force_x,-0.561607
2025-07-24 14:50:28.909,control_force_y,-0.587128
2025-07-24 14:50:28.915,position_x,0.868141
2025-07-24 14:50:28.916,position_y,-0.076546
2025-07-24 14:50:28.917,velocity_x,-0.026392
2025-07-24 14:50:28.918,velocity_y,-0.130709
2025-07-24 14:50:28.919,control_force_x,-0.916408
2025-07-24 14:50:28.920,control_force_y,-0.450463
2025-07-24 14:50:28.925,position_x,0.868088
2025-07-24 14:50:28.926,position_y,-0.076807
2025-07-24 14:50:28.927,velocity_x,-0.026680
2025-07-24 14:50:28.928,velocity_y,-0.129894
2025-07-24 14:50:28.928,control_force_x,-0.362772
2025-07-24 14:50:28.929,control_force_y,-0.712020
2025-07-24 14:50:28.936,position_x,0.868035
2025-07-24 14:50:28.937,position_y,-0.077066
2025-07-24 14:50:28.938,velocity_x,-0.026976
2025-07-24 14:50:28.938,velocity_y,-0.129076
2025-07-24 14:50:28.939,control_force_x,-0.741634
2025-07-24 14:50:28.940,control_force_y,-0.575055
2025-07-24 14:50:28.945,position_x,0.867981
2025-07-24 14:50:28.946,position_y,-0.077324
2025-07-24 14:50:28.947,velocity_x,-0.027279
2025-07-24 14:50:28.948,velocity_y,-0.128254
2025-07-24 14:50:28.949,control_force_x,-1.041710
2025-07-24 14:50:28.949,control_force_y,-0.415039
