timestamp,topic,value
2025-07-24 14:44:02.277,position_x,0.870159
2025-07-24 14:44:02.278,position_y,-0.059889
2025-07-24 14:44:02.279,velocity_x,-0.010818
2025-07-24 14:44:02.280,velocity_y,-0.174172
2025-07-24 14:44:02.280,control_force_x,-3.200076
2025-07-24 14:44:02.281,control_force_y,1.781905
2025-07-24 14:44:02.287,position_x,0.870137
2025-07-24 14:44:02.288,position_y,-0.060237
2025-07-24 14:44:02.289,velocity_x,-0.011101
2025-07-24 14:44:02.290,velocity_y,-0.173401
2025-07-24 14:44:02.290,control_force_x,-3.223862
2025-07-24 14:44:02.291,control_force_y,1.742986
2025-07-24 14:44:02.296,position_x,0.870115
2025-07-24 14:44:02.297,position_y,-0.060584
2025-07-24 14:44:02.298,velocity_x,-0.011386
2025-07-24 14:44:02.299,velocity_y,-0.172627
2025-07-24 14:44:02.300,control_force_x,-3.155468
2025-07-24 14:44:02.300,control_force_y,1.799163
2025-07-24 14:44:02.307,position_x,0.870092
2025-07-24 14:44:02.308,position_y,-0.060929
2025-07-24 14:44:02.309,velocity_x,-0.011672
2025-07-24 14:44:02.310,velocity_y,-0.171852
2025-07-24 14:44:02.310,control_force_x,-3.172529
2025-07-24 14:44:02.311,control_force_y,1.765387
2025-07-24 14:44:02.316,position_x,0.870068
2025-07-24 14:44:02.317,position_y,-0.061272
2025-07-24 14:44:02.318,velocity_x,-0.011960
2025-07-24 14:44:02.319,velocity_y,-0.171074
2025-07-24 14:44:02.320,control_force_x,-3.185064
2025-07-24 14:44:02.321,control_force_y,1.728191
2025-07-24 14:44:02.327,position_x,0.870044
2025-07-24 14:44:02.328,position_y,-0.061614
2025-07-24 14:44:02.329,velocity_x,-0.012248
2025-07-24 14:44:02.330,velocity_y,-0.170293
2025-07-24 14:44:02.331,control_force_x,-3.096917
2025-07-24 14:44:02.331,control_force_y,1.781573
2025-07-24 14:44:02.337,position_x,0.870020
2025-07-24 14:44:02.338,position_y,-0.061954
2025-07-24 14:44:02.339,velocity_x,-0.012538
2025-07-24 14:44:02.340,velocity_y,-0.169510
2025-07-24 14:44:02.341,control_force_x,-3.112655
2025-07-24 14:44:02.342,control_force_y,1.766387
2025-07-24 14:44:02.346,position_x,0.869994
2025-07-24 14:44:02.347,position_y,-0.062293
2025-07-24 14:44:02.348,velocity_x,-0.012830
2025-07-24 14:44:02.350,velocity_y,-0.168725
2025-07-24 14:44:02.350,control_force_x,-3.116897
2025-07-24 14:44:02.351,control_force_y,1.720342
2025-07-24 14:44:02.357,position_x,0.869969
2025-07-24 14:44:02.358,position_y,-0.062630
2025-07-24 14:44:02.359,velocity_x,-0.013121
2025-07-24 14:44:02.360,velocity_y,-0.167939
2025-07-24 14:44:02.361,control_force_x,-3.024681
2025-07-24 14:44:02.362,control_force_y,1.718871
2025-07-24 14:44:02.366,position_x,0.869942
2025-07-24 14:44:02.367,position_y,-0.062965
2025-07-24 14:44:02.368,velocity_x,-0.013414
2025-07-24 14:44:02.369,velocity_y,-0.167149
2025-07-24 14:44:02.370,control_force_x,-3.038192
2025-07-24 14:44:02.371,control_force_y,1.718529
2025-07-24 14:44:02.377,position_x,0.869915
2025-07-24 14:44:02.378,position_y,-0.063299
2025-07-24 14:44:02.379,velocity_x,-0.013701
2025-07-24 14:44:02.380,velocity_y,-0.166362
2025-07-24 14:44:02.380,control_force_x,-2.669379
2025-07-24 14:44:02.381,control_force_y,1.503159
2025-07-24 14:44:02.388,position_x,0.869888
2025-07-24 14:44:02.389,position_y,-0.063631
2025-07-24 14:44:02.390,velocity_x,-0.013991
2025-07-24 14:44:02.391,velocity_y,-0.165572
2025-07-24 14:44:02.391,control_force_x,-2.720046
2025-07-24 14:44:02.392,control_force_y,1.544720
2025-07-24 14:44:02.397,position_x,0.869859
2025-07-24 14:44:02.397,position_y,-0.063962
2025-07-24 14:44:02.399,velocity_x,-0.014283
2025-07-24 14:44:02.400,velocity_y,-0.164779
2025-07-24 14:44:02.400,control_force_x,-2.747134
2025-07-24 14:44:02.401,control_force_y,1.568302
2025-07-24 14:44:02.406,position_x,0.869845
2025-07-24 14:44:02.407,position_y,-0.064127
2025-07-24 14:44:02.408,velocity_x,-0.014424
2025-07-24 14:44:02.409,velocity_y,-0.164385
2025-07-24 14:44:02.410,control_force_x,-2.224319
2025-07-24 14:44:02.410,control_force_y,1.263690
2025-07-24 14:44:02.417,position_x,0.869802
2025-07-24 14:44:02.418,position_y,-0.064619
2025-07-24 14:44:02.419,velocity_x,-0.014852
2025-07-24 14:44:02.420,velocity_y,-0.163198
2025-07-24 14:44:02.421,control_force_x,-2.312441
2025-07-24 14:44:02.422,control_force_y,1.305326
2025-07-24 14:44:02.426,position_x,0.869787
2025-07-24 14:44:02.427,position_y,-0.064782
2025-07-24 14:44:02.428,velocity_x,-0.014996
2025-07-24 14:44:02.429,velocity_y,-0.162801
2025-07-24 14:44:02.429,control_force_x,-2.389657
2025-07-24 14:44:02.430,control_force_y,1.325021
2025-07-24 14:44:02.438,position_x,0.869741
2025-07-24 14:44:02.439,position_y,-0.065269
2025-07-24 14:44:02.440,velocity_x,-0.015420
2025-07-24 14:44:02.441,velocity_y,-0.161614
2025-07-24 14:44:02.442,control_force_x,-1.821425
2025-07-24 14:44:02.442,control_force_y,0.998101
2025-07-24 14:44:02.447,position_x,0.869710
2025-07-24 14:44:02.448,position_y,-0.065592
2025-07-24 14:44:02.449,velocity_x,-0.015703
2025-07-24 14:44:02.450,velocity_y,-0.160822
2025-07-24 14:44:02.451,control_force_x,-1.957690
2025-07-24 14:44:02.451,control_force_y,1.037667
2025-07-24 14:44:02.457,position_x,0.869695
2025-07-24 14:44:02.457,position_y,-0.065753
2025-07-24 14:44:02.459,velocity_x,-0.015846
2025-07-24 14:44:02.459,velocity_y,-0.160424
2025-07-24 14:44:02.460,control_force_x,-2.069989
2025-07-24 14:44:02.461,control_force_y,1.094478
2025-07-24 14:44:02.467,position_x,0.869647
2025-07-24 14:44:02.468,position_y,-0.066233
2025-07-24 14:44:02.469,velocity_x,-0.016266
2025-07-24 14:44:02.470,velocity_y,-0.159235
2025-07-24 14:44:02.471,control_force_x,-1.498459
2025-07-24 14:44:02.472,control_force_y,0.770196
2025-07-24 14:44:02.476,position_x,0.869630
2025-07-24 14:44:02.477,position_y,-0.066392
2025-07-24 14:44:02.478,velocity_x,-0.016407
2025-07-24 14:44:02.479,velocity_y,-0.158838
2025-07-24 14:44:02.479,control_force_x,-1.673779
2025-07-24 14:44:02.480,control_force_y,0.837214
2025-07-24 14:44:02.488,position_x,0.869581
2025-07-24 14:44:02.489,position_y,-0.066868
2025-07-24 14:44:02.490,velocity_x,-0.016819
2025-07-24 14:44:02.491,velocity_y,-0.157651
2025-07-24 14:44:02.492,control_force_x,-1.081271
